gene_id	transcript_id(s)	AtlanticSalmon_RNA_Brain_Immature_Female_R1	AtlanticSalmon_RNA_Brain_Immature_Female_R2	AtlanticSalmon_RNA_Brain_Immature_Female_R3	AtlanticSalmon_RNA_Brain_Immature_Male_R1	AtlanticSalmon_RNA_Brain_Immature_Male_R2	AtlanticSalmon_RNA_Brain_Immature_Male_R3	AtlanticSalmon_RNA_Brain_Mature_Female_R1	AtlanticSalmon_RNA_Brain_Mature_Female_R2	AtlanticSalmon_RNA_Brain_Mature_Female_R3	AtlanticSalmon_RNA_Brain_Mature_Male_R1	AtlanticSalmon_RNA_Brain_Mature_Male_R2	AtlanticSalmon_RNA_Brain_Mature_Male_R3
ENSSSAG00000055534	ENSSSAT00000098000,ENSSSAT00000098886	9.08	8.38	12.39	5.63	12.02	11.82	2.92	10.28	7.79	8.49	8.40	10.18
ENSSSAG00000055540	ENSSSAT00000089567,ENSSSAT00000089633,ENSSSAT00000089650	0.18	0.87	0.06	0.25	0.96	0.00	0.10	0.00	0.00	0.00	0.10	0.00
ENSSSAG00000055541	ENSSSAT00000089586,ENSSSAT00000089590,ENSSSAT00000089602,ENSSSAT00000165020,ENSSSAT00000175451	17.69	9.75	19.04	13.05	12.18	22.77	5.55	27.09	31.28	15.37	17.77	22.74
ENSSSAG00000055543	ENSSSAT00000105551,ENSSSAT00000106871,ENSSSAT00000107083,ENSSSAT00000107565	0.25	0.37	0.50	2.40	0.93	0.25	0.96	0.25	0.36	0.33	0.41	0.40
ENSSSAG00000055545	ENSSSAT00000091404,ENSSSAT00000091530,ENSSSAT00000092715,ENSSSAT00000092996,ENSSSAT00000093006,ENSSSAT00000093131,ENSSSAT00000093145,ENSSSAT00000093215,ENSSSAT00000093512,ENSSSAT00000093522	22.79	5.97	46.15	30.68	14.23	50.73	1.56	65.01	47.56	41.56	6.92	53.48
ENSSSAG00000055546	ENSSSAT00000089629	1.49	2.51	0.49	2.06	2.47	1.42	6.81	1.92	1.50	2.26	3.69	1.83
ENSSSAG00000055547	ENSSSAT00000065201,ENSSSAT00000089561,ENSSSAT00000089573	8.79	8.23	12.14	12.18	11.58	11.24	12.06	15.45	13.95	11.93	13.17	13.20
ENSSSAG00000055549	ENSSSAT00000089641	1.92	0.85	1.45	0.06	0.39	0.59	0.09	0.00	0.00	0.20	1.15	0.00
ENSSSAG00000055553	ENSSSAT00000089517	0.29	4.45	0.00	0.27	8.76	0.00	0.11	0.00	0.29	0.15	0.16	0.38
ENSSSAG00000055554	ENSSSAT00000089518	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055555	ENSSSAT00000089840,ENSSSAT00000089928,ENSSSAT00000089939,ENSSSAT00000090120,ENSSSAT00000090136,ENSSSAT00000184248,ENSSSAT00000196558,ENSSSAT00000200044,ENSSSAT00000227789,ENSSSAT00000236378	16.84	16.90	18.77	9.83	17.64	14.37	3.96	8.69	6.45	8.49	29.48	12.39
ENSSSAG00000055556	ENSSSAT00000089527	5.64	11.94	10.26	2.39	3.11	6.33	1.08	4.12	3.81	2.50	6.19	2.73
ENSSSAG00000055557	ENSSSAT00000089714,ENSSSAT00000089755,ENSSSAT00000089792,ENSSSAT00000089807,ENSSSAT00000169687,ENSSSAT00000202337	0.34	0.25	0.30	0.00	0.23	0.28	0.00	0.00	0.00	0.12	0.29	0.00
ENSSSAG00000055558	ENSSSAT00000089577,ENSSSAT00000200714,ENSSSAT00000252304	228.00	219.45	216.59	104.61	146.19	212.94	32.82	168.69	178.38	180.78	189.50	180.23
ENSSSAG00000055560	ENSSSAT00000089545,ENSSSAT00000089556,ENSSSAT00000089559,ENSSSAT00000244953,ENSSSAT00000246807	0.08	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.17
ENSSSAG00000055561	ENSSSAT00000089547,ENSSSAT00000089552,ENSSSAT00000202984	1.38	0.00	0.00	0.71	0.00	0.00	0.27	0.55	0.00	0.00	0.49	0.00
ENSSSAG00000055563	ENSSSAT00000089557	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055564	ENSSSAT00000104067,ENSSSAT00000104553,ENSSSAT00000104563,ENSSSAT00000104742,ENSSSAT00000104749,ENSSSAT00000104764,ENSSSAT00000104778,ENSSSAT00000104784	13.58	11.86	11.84	21.86	13.17	11.92	9.62	10.90	12.53	13.28	8.87	12.70
ENSSSAG00000055567	ENSSSAT00000089568	1.32	1.89	2.10	5.46	1.96	1.91	7.54	2.90	1.93	1.25	2.28	2.86
ENSSSAG00000055568	ENSSSAT00000089569,ENSSSAT00000102617,ENSSSAT00000214619	22.78	22.37	19.63	14.65	28.44	19.02	10.45	16.98	16.02	16.88	13.92	14.25
ENSSSAG00000055569	ENSSSAT00000016980	0.13	0.00	0.32	0.26	0.13	0.00	0.20	1.01	0.00	0.00	0.45	0.00
ENSSSAG00000055572	ENSSSAT00000089620,ENSSSAT00000089634,ENSSSAT00000089640,ENSSSAT00000183336	44.10	42.71	42.73	38.31	45.75	46.59	26.28	64.64	40.31	51.95	46.84	58.59
ENSSSAG00000055574	ENSSSAT00000089579	18.16	14.98	13.50	12.42	16.05	15.87	7.85	18.90	23.41	18.88	14.84	26.90
ENSSSAG00000055575	ENSSSAT00000011958	102.22	133.42	98.41	55.01	162.04	103.01	6.23	132.53	122.87	103.54	153.60	118.38
ENSSSAG00000055580	ENSSSAT00000076879,ENSSSAT00000093943,ENSSSAT00000094024,ENSSSAT00000094032,ENSSSAT00000094076,ENSSSAT00000094081,ENSSSAT00000094158,ENSSSAT00000094165	3.31	2.94	3.75	2.01	2.49	5.85	1.65	1.64	1.05	3.47	2.51	6.63
ENSSSAG00000055584	ENSSSAT00000016912,ENSSSAT00000089592	0.50	0.00	0.00	0.04	0.08	0.29	0.11	0.00	0.13	0.08	0.09	0.00
ENSSSAG00000055585	ENSSSAT00000089657,ENSSSAT00000089680	0.52	0.46	0.47	0.71	0.91	0.23	0.31	0.57	1.03	0.46	0.13	0.68
ENSSSAG00000055586	ENSSSAT00000089605	0.00	0.00	1.12	0.00	0.31	0.69	0.00	0.40	1.28	0.64	0.00	0.00
ENSSSAG00000055587	ENSSSAT00000089623,ENSSSAT00000089770,ENSSSAT00000089782	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055593	ENSSSAT00000058425,ENSSSAT00000089673,ENSSSAT00000089688,ENSSSAT00000161516,ENSSSAT00000171790,ENSSSAT00000215599	0.12	0.09	0.79	0.28	0.43	0.35	0.57	0.07	0.13	0.19	0.00	0.17
ENSSSAG00000055594	ENSSSAT00000089655	43.80	22.00	66.50	24.01	24.85	68.47	1.46	56.63	45.64	30.58	17.31	43.94
ENSSSAG00000055596	ENSSSAT00000089635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055604	ENSSSAT00000095464,ENSSSAT00000095567,ENSSSAT00000095574,ENSSSAT00000095581,ENSSSAT00000145909,ENSSSAT00000161216,ENSSSAT00000165055,ENSSSAT00000208434,ENSSSAT00000229551,ENSSSAT00000230563	7.80	5.86	6.76	1.58	3.11	6.01	0.39	3.40	2.61	4.14	7.92	7.47
ENSSSAG00000055605	ENSSSAT00000089654,ENSSSAT00000242082	0.74	3.18	0.71	0.00	6.32	0.17	0.42	0.00	0.07	0.00	1.12	0.00
ENSSSAG00000055608	ENSSSAT00000089663,ENSSSAT00000089677,ENSSSAT00000176654,ENSSSAT00000227958	0.57	1.39	1.30	2.36	0.81	0.54	6.95	0.00	0.77	1.02	1.60	1.83
ENSSSAG00000055609	ENSSSAT00000089667,ENSSSAT00000089679,ENSSSAT00000089687	26.66	92.10	29.39	3.42	138.55	17.99	1.59	1.15	0.17	0.44	51.46	0.11
ENSSSAG00000055616	ENSSSAT00000089700	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.13	0.00	0.00
ENSSSAG00000055618	ENSSSAT00000089692,ENSSSAT00000089725,ENSSSAT00000089734,ENSSSAT00000090681	36.99	43.37	42.74	22.92	50.23	31.67	11.21	43.75	39.08	27.23	35.12	40.87
ENSSSAG00000055619	ENSSSAT00000089704,ENSSSAT00000089738,ENSSSAT00000090582,ENSSSAT00000090591,ENSSSAT00000090624,ENSSSAT00000090755,ENSSSAT00000090792,ENSSSAT00000090808,ENSSSAT00000175394,ENSSSAT00000205368	17.82	15.90	19.94	13.60	13.95	17.67	13.97	19.45	16.94	21.88	20.80	21.70
ENSSSAG00000055620	ENSSSAT00000089690	4.56	6.60	4.39	10.43	5.05	2.31	13.56	3.25	1.41	3.18	7.83	4.54
ENSSSAG00000055621	ENSSSAT00000089721	6.99	6.54	9.02	7.23	4.66	5.20	10.49	3.29	2.80	2.58	11.64	3.28
ENSSSAG00000055622	ENSSSAT00000089698	46.10	45.97	37.38	20.87	48.10	33.32	23.40	24.67	28.70	28.69	40.00	30.36
ENSSSAG00000055623	ENSSSAT00000091814,ENSSSAT00000091838,ENSSSAT00000091891,ENSSSAT00000091931,ENSSSAT00000092132,ENSSSAT00000092242,ENSSSAT00000092292,ENSSSAT00000092647,ENSSSAT00000092742,ENSSSAT00000095517	4.77	7.87	4.49	2.60	8.58	5.02	0.25	3.80	4.17	3.86	5.61	2.79
ENSSSAG00000055625	ENSSSAT00000089701	1.31	0.47	0.84	0.93	0.48	0.77	3.61	0.05	0.27	0.62	1.37	0.71
ENSSSAG00000055626	ENSSSAT00000089709	4.61	9.47	6.98	4.76	6.22	5.30	5.58	1.14	4.44	0.52	5.25	3.14
ENSSSAG00000055627	ENSSSAT00000095195,ENSSSAT00000096148	0.00	0.07	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00
ENSSSAG00000055628	ENSSSAT00000089703,ENSSSAT00000089732,ENSSSAT00000089745	6.87	6.47	5.82	2.33	6.46	5.48	1.35	1.16	2.24	2.51	9.39	3.50
ENSSSAG00000055630	ENSSSAT00000089712,ENSSSAT00000089731,ENSSSAT00000217193	2.86	3.44	2.83	3.52	4.13	4.06	4.48	2.96	5.57	4.77	2.05	5.88
ENSSSAG00000055632	ENSSSAT00000089715,ENSSSAT00000185908	2.18	1.83	2.18	2.71	2.41	2.41	3.91	1.59	1.95	1.87	2.41	1.66
ENSSSAG00000055633	ENSSSAT00000089801,ENSSSAT00000089819,ENSSSAT00000089885,ENSSSAT00000089895	0.99	0.61	0.69	0.51	1.19	1.17	0.25	1.55	2.50	0.14	1.73	1.05
ENSSSAG00000055636	ENSSSAT00000089881	50.62	45.58	23.71	11.57	34.58	23.10	12.72	16.07	18.37	8.70	35.14	13.67
ENSSSAG00000055637	ENSSSAT00000089729	3.45	13.01	2.00	0.20	10.65	0.88	0.57	0.00	0.07	0.00	3.06	0.00
ENSSSAG00000055638	ENSSSAT00000089726	0.20	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.00	0.00
ENSSSAG00000055639	ENSSSAT00000089760	7.68	3.83	7.17	4.39	5.78	9.38	1.20	6.52	5.46	5.62	8.60	7.45
ENSSSAG00000055646	ENSSSAT00000166206,ENSSSAT00000172119,ENSSSAT00000180174,ENSSSAT00000188075,ENSSSAT00000192930,ENSSSAT00000203096,ENSSSAT00000210231,ENSSSAT00000211059,ENSSSAT00000216644,ENSSSAT00000242483	1.07	1.41	0.00	0.96	1.15	3.05	2.60	0.09	0.40	0.98	0.31	1.03
ENSSSAG00000055647	ENSSSAT00000089762	1.72	1.17	3.06	2.35	1.04	2.00	0.51	3.25	1.79	2.78	0.66	2.68
ENSSSAG00000055648	ENSSSAT00000089752,ENSSSAT00000131845,ENSSSAT00000212846	0.03	0.00	0.00	0.57	0.13	0.13	0.19	0.04	0.12	0.00	0.00	0.09
ENSSSAG00000055653	ENSSSAT00000089945,ENSSSAT00000089965,ENSSSAT00000089992	5.37	4.56	4.68	3.17	4.96	2.76	8.80	4.40	7.27	9.37	5.79	6.75
ENSSSAG00000055654	ENSSSAT00000089768	6.84	8.13	4.51	1.93	12.63	4.28	1.57	0.75	1.12	2.10	9.38	1.36
ENSSSAG00000055658	ENSSSAT00000089783,ENSSSAT00000147338,ENSSSAT00000176073,ENSSSAT00000207260	31.17	28.45	31.90	18.82	31.19	33.58	12.75	28.58	30.01	26.67	36.73	27.26
ENSSSAG00000055660	ENSSSAT00000089950,ENSSSAT00000090100,ENSSSAT00000090115,ENSSSAT00000090122,ENSSSAT00000201925	1.43	1.06	2.37	0.64	0.61	2.40	0.75	0.26	0.17	0.31	1.03	0.48
ENSSSAG00000055662	ENSSSAT00000089804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055664	ENSSSAT00000089798,ENSSSAT00000158538,ENSSSAT00000183836	16.25	15.37	17.69	9.97	11.94	13.68	5.29	15.23	14.83	13.30	17.93	15.71
ENSSSAG00000055666	ENSSSAT00000089808,ENSSSAT00000089814	12.57	10.24	16.52	9.39	11.91	15.74	6.16	18.05	14.65	14.19	14.87	14.28
ENSSSAG00000055672	ENSSSAT00000089812	4.22	7.90	4.22	1.19	13.03	3.82	0.29	0.43	0.52	1.11	9.08	0.30
ENSSSAG00000055673	ENSSSAT00000089817	0.00	0.00	0.35	0.14	0.00	0.00	0.00	0.37	0.07	0.08	0.00	0.00
ENSSSAG00000055674	ENSSSAT00000055399,ENSSSAT00000237629	3.06	6.32	2.12	0.26	9.08	1.46	0.17	0.14	0.25	0.42	3.84	0.15
ENSSSAG00000055676	ENSSSAT00000089818,ENSSSAT00000089826,ENSSSAT00000089844,ENSSSAT00000173833,ENSSSAT00000205949,ENSSSAT00000216575,ENSSSAT00000231118	10.45	6.93	10.57	4.72	12.50	7.76	44.50	2.76	0.89	1.94	24.80	3.83
ENSSSAG00000055677	ENSSSAT00000135557,ENSSSAT00000135568,ENSSSAT00000135984,ENSSSAT00000136104,ENSSSAT00000136418,ENSSSAT00000136432,ENSSSAT00000136496,ENSSSAT00000136602,ENSSSAT00000136919,ENSSSAT00000137028	1.69	2.62	2.54	9.19	2.94	4.47	5.36	3.49	3.30	1.46	1.59	3.25
ENSSSAG00000055680	ENSSSAT00000089837	111.44	112.78	83.63	135.98	102.57	96.82	158.23	74.74	68.77	83.28	86.00	65.31
ENSSSAG00000055682	ENSSSAT00000089835	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055684	ENSSSAT00000089834,ENSSSAT00000163074,ENSSSAT00000215709	72.75	63.69	75.71	55.59	61.57	75.36	18.99	88.02	89.49	92.03	98.25	80.48
ENSSSAG00000055688	ENSSSAT00000089875,ENSSSAT00000160741,ENSSSAT00000191019	0.65	0.57	1.87	0.78	0.36	1.85	0.45	1.18	0.57	1.79	0.28	1.15
ENSSSAG00000055690	ENSSSAT00000089852,ENSSSAT00000089871,ENSSSAT00000089891,ENSSSAT00000184881,ENSSSAT00000230981	17.08	15.18	19.85	17.33	17.90	21.59	13.73	22.01	18.74	16.53	20.58	19.28
ENSSSAG00000055693	ENSSSAT00000077519,ENSSSAT00000100451,ENSSSAT00000100965,ENSSSAT00000102017	30.98	34.44	43.69	23.76	59.74	41.88	2.19	54.92	41.60	45.12	24.90	53.62
ENSSSAG00000055697	ENSSSAT00000089859,ENSSSAT00000089869	0.92	0.78	0.17	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.89	0.00
ENSSSAG00000055698	ENSSSAT00000089867	87.60	61.39	118.19	109.01	58.12	114.85	49.58	211.87	179.56	177.49	102.76	163.90
ENSSSAG00000055699	ENSSSAT00000094405,ENSSSAT00000094783,ENSSSAT00000095434,ENSSSAT00000095502,ENSSSAT00000095588,ENSSSAT00000095632,ENSSSAT00000095643,ENSSSAT00000095668,ENSSSAT00000095675	371.97	455.43	366.43	251.55	422.68	369.17	142.37	358.08	357.04	455.00	301.09	421.32
ENSSSAG00000055701	ENSSSAT00000089863	15.65	11.72	11.86	15.79	12.03	14.56	6.57	17.44	15.33	12.68	5.90	9.57
ENSSSAG00000055704	ENSSSAT00000039980,ENSSSAT00000209971,ENSSSAT00000239492	10.60	11.64	10.70	13.51	11.58	11.05	5.36	24.91	18.65	26.23	8.90	29.48
ENSSSAG00000055706	ENSSSAT00000010820,ENSSSAT00000091139,ENSSSAT00000091252,ENSSSAT00000091295,ENSSSAT00000091418,ENSSSAT00000193509	28.24	26.92	35.93	27.67	33.26	41.99	28.44	31.04	34.12	25.59	30.25	25.43
ENSSSAG00000055707	ENSSSAT00000090023,ENSSSAT00000090027	1.84	0.45	7.12	4.14	0.37	4.17	0.19	11.54	8.48	6.66	0.26	3.23
ENSSSAG00000055711	ENSSSAT00000089907,ENSSSAT00000089914,ENSSSAT00000089937,ENSSSAT00000089955,ENSSSAT00000183973,ENSSSAT00000207118	278.02	242.84	246.39	167.96	232.33	248.26	96.15	215.52	232.68	236.85	210.32	227.34
ENSSSAG00000055713	ENSSSAT00000057241,ENSSSAT00000196922,ENSSSAT00000231537,ENSSSAT00000248735	16.18	16.04	15.55	14.73	12.84	15.96	9.25	19.66	17.77	19.26	12.79	17.11
ENSSSAG00000055720	ENSSSAT00000089904,ENSSSAT00000089963,ENSSSAT00000089980,ENSSSAT00000089998,ENSSSAT00000090015,ENSSSAT00000090056,ENSSSAT00000090241,ENSSSAT00000090316,ENSSSAT00000216405	4.68	3.84	4.26	2.97	3.15	2.63	3.05	1.99	1.77	0.99	6.74	1.14
ENSSSAG00000055724	ENSSSAT00000089912,ENSSSAT00000199208,ENSSSAT00000238398,ENSSSAT00000248509	9.30	13.03	18.02	21.84	13.18	17.52	9.00	29.77	30.93	21.84	17.35	25.50
ENSSSAG00000055725	ENSSSAT00000089913,ENSSSAT00000249699	5.62	3.29	0.00	0.00	9.18	0.00	4.14	0.00	0.00	3.25	3.78	0.00
ENSSSAG00000055727	ENSSSAT00000069952,ENSSSAT00000089936,ENSSSAT00000163127,ENSSSAT00000236821	12.70	16.11	13.74	12.86	23.64	12.25	9.77	12.54	12.27	14.05	17.04	11.48
ENSSSAG00000055729	ENSSSAT00000090352,ENSSSAT00000090391,ENSSSAT00000090433,ENSSSAT00000090523,ENSSSAT00000090528,ENSSSAT00000090593	0.57	0.87	0.08	0.40	3.61	0.28	0.13	0.11	0.00	0.03	0.47	0.00
ENSSSAG00000055732	ENSSSAT00000089934,ENSSSAT00000158007,ENSSSAT00000228623,ENSSSAT00000233557,ENSSSAT00000239160	8.79	8.93	11.41	10.06	8.69	12.50	5.88	16.78	16.40	9.95	11.53	12.94
ENSSSAG00000055735	ENSSSAT00000089932	5.42	3.88	3.52	1.02	3.48	3.16	1.33	0.97	1.81	1.37	4.76	2.53
ENSSSAG00000055736	ENSSSAT00000090003,ENSSSAT00000185080	0.87	1.04	1.12	0.82	1.09	1.26	0.99	1.23	0.94	0.69	0.95	0.83
ENSSSAG00000055737	ENSSSAT00000104605,ENSSSAT00000104609,ENSSSAT00000104658,ENSSSAT00000104713,ENSSSAT00000105074,ENSSSAT00000105092,ENSSSAT00000222116,ENSSSAT00000226930,ENSSSAT00000245110	22.89	13.61	36.35	23.17	28.37	45.76	1.30	49.38	41.80	39.47	14.72	43.13
ENSSSAG00000055739	ENSSSAT00000090022,ENSSSAT00000090030,ENSSSAT00000230656,ENSSSAT00000235916	4.35	6.90	5.67	3.68	5.03	7.40	1.09	5.52	7.61	4.51	4.47	4.33
ENSSSAG00000055740	ENSSSAT00000088424,ENSSSAT00000089954,ENSSSAT00000089958,ENSSSAT00000089972,ENSSSAT00000089983,ENSSSAT00000103368,ENSSSAT00000103376	1.03	0.89	1.01	0.77	0.88	0.68	0.42	1.11	0.45	0.56	1.09	0.38
ENSSSAG00000055750	ENSSSAT00000089832,ENSSSAT00000089853	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23
ENSSSAG00000055759	ENSSSAT00000089997,ENSSSAT00000238367	6.37	2.43	2.90	0.22	2.92	2.56	0.42	0.13	0.07	0.08	5.07	0.16
ENSSSAG00000055766	ENSSSAT00000090019,ENSSSAT00000090029,ENSSSAT00000090042	37.42	28.49	40.40	25.37	28.06	39.44	12.24	38.13	37.67	28.47	41.02	28.00
ENSSSAG00000055767	ENSSSAT00000092975,ENSSSAT00000093249,ENSSSAT00000093270,ENSSSAT00000093310,ENSSSAT00000093332,ENSSSAT00000093345,ENSSSAT00000157382,ENSSSAT00000244863	10.65	11.29	20.95	14.05	11.57	19.62	8.31	22.27	18.23	22.52	10.71	22.34
ENSSSAG00000055769	ENSSSAT00000090016	0.63	0.59	3.06	4.53	2.17	2.35	4.50	2.04	2.85	3.97	0.88	3.84
ENSSSAG00000055770	ENSSSAT00000103103,ENSSSAT00000103217,ENSSSAT00000103561,ENSSSAT00000103566,ENSSSAT00000103787,ENSSSAT00000103900,ENSSSAT00000110845	1.76	1.74	0.95	3.78	2.19	2.47	6.27	0.57	0.79	1.39	1.36	1.20
ENSSSAG00000055771	ENSSSAT00000090034,ENSSSAT00000242986	11.68	15.39	11.14	8.24	14.76	13.77	6.02	14.68	12.82	14.78	15.20	13.25
ENSSSAG00000055772	ENSSSAT00000090041,ENSSSAT00000125058	8.58	7.07	12.92	17.39	8.64	9.28	3.68	21.50	20.70	30.87	9.80	29.28
ENSSSAG00000055776	ENSSSAT00000090265,ENSSSAT00000090276,ENSSSAT00000090289,ENSSSAT00000090300,ENSSSAT00000090314,ENSSSAT00000090334,ENSSSAT00000090339,ENSSSAT00000150452,ENSSSAT00000212681,ENSSSAT00000254187	35.24	26.50	43.84	24.45	30.48	49.29	25.17	32.24	30.19	37.28	29.94	41.07
ENSSSAG00000055778	ENSSSAT00000090053,ENSSSAT00000171862,ENSSSAT00000171930,ENSSSAT00000176163,ENSSSAT00000185490,ENSSSAT00000202933	10.15	8.99	9.98	6.01	9.27	9.24	6.86	5.47	6.40	5.62	10.80	7.70
ENSSSAG00000055780	ENSSSAT00000091033,ENSSSAT00000093693,ENSSSAT00000093874,ENSSSAT00000094234	19.98	20.42	17.28	14.30	16.32	16.39	15.41	6.82	3.65	7.63	19.15	9.81
ENSSSAG00000055781	ENSSSAT00000090050	1.30	0.46	3.35	0.56	0.00	1.65	0.07	0.06	1.01	0.74	3.66	1.03
ENSSSAG00000055782	ENSSSAT00000090066,ENSSSAT00000090088	15.51	12.99	23.78	20.13	17.05	23.03	11.76	32.66	29.05	29.02	15.29	28.47
ENSSSAG00000055784	ENSSSAT00000092819,ENSSSAT00000093003,ENSSSAT00000093038,ENSSSAT00000093073,ENSSSAT00000093217,ENSSSAT00000093234	8.64	9.22	7.69	5.68	17.94	7.99	4.42	8.43	8.57	11.70	6.28	10.58
ENSSSAG00000055785	ENSSSAT00000090054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055786	ENSSSAT00000090055,ENSSSAT00000222031	7.81	7.85	8.09	5.99	6.22	8.47	7.96	7.52	7.70	6.49	8.72	9.27
ENSSSAG00000055788	ENSSSAT00000090099,ENSSSAT00000090101,ENSSSAT00000175069,ENSSSAT00000195025	74.50	75.18	73.99	61.98	70.18	82.74	48.59	87.96	97.83	94.68	80.13	97.93
ENSSSAG00000055789	ENSSSAT00000090081	1.62	3.53	1.93	1.22	3.56	0.55	3.58	0.15	0.49	0.31	0.94	0.08
ENSSSAG00000055792	ENSSSAT00000090070,ENSSSAT00000090080,ENSSSAT00000090085	8.81	5.21	13.33	11.88	5.73	7.57	35.28	5.97	16.71	21.03	3.95	16.78
ENSSSAG00000055794	ENSSSAT00000104086,ENSSSAT00000170833,ENSSSAT00000244928	0.03	0.06	0.04	0.02	0.06	0.01	0.01	0.00	0.00	0.01	0.06	0.00
ENSSSAG00000055795	ENSSSAT00000060861,ENSSSAT00000090089,ENSSSAT00000090109,ENSSSAT00000090112,ENSSSAT00000090132	9.16	6.60	12.86	8.03	7.87	14.87	4.45	13.27	12.31	11.88	8.38	11.59
ENSSSAG00000055798	ENSSSAT00000090253,ENSSSAT00000090451,ENSSSAT00000090465,ENSSSAT00000090482,ENSSSAT00000090560,ENSSSAT00000090631,ENSSSAT00000090649	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055799	ENSSSAT00000091172,ENSSSAT00000091180,ENSSSAT00000091204,ENSSSAT00000091224,ENSSSAT00000202662,ENSSSAT00000209938,ENSSSAT00000226484,ENSSSAT00000244220	7.79	6.58	7.66	5.49	6.31	8.64	0.25	12.91	9.00	20.70	7.18	18.37
ENSSSAG00000055800	ENSSSAT00000089020,ENSSSAT00000090394,ENSSSAT00000090398,ENSSSAT00000090431,ENSSSAT00000090444,ENSSSAT00000173718,ENSSSAT00000190614	12.11	12.29	11.19	9.11	12.71	12.16	4.52	14.25	14.62	15.28	9.18	15.96
ENSSSAG00000055801	ENSSSAT00000046410,ENSSSAT00000090147,ENSSSAT00000090155,ENSSSAT00000090164	121.66	118.39	119.82	73.07	113.99	107.45	69.67	114.27	107.94	107.34	141.23	120.59
ENSSSAG00000055802	ENSSSAT00000090143,ENSSSAT00000090148,ENSSSAT00000090151,ENSSSAT00000090157	9.57	8.51	10.84	12.57	9.65	15.09	4.15	17.53	14.21	14.38	10.84	13.22
ENSSSAG00000055804	ENSSSAT00000090248,ENSSSAT00000090290	1.45	1.20	0.46	0.26	3.27	0.28	0.33	0.53	0.21	1.25	0.45	0.49
ENSSSAG00000055805	ENSSSAT00000090401,ENSSSAT00000090404,ENSSSAT00000090459	13.23	15.86	11.48	1.50	11.38	6.12	1.24	1.71	2.05	1.45	27.28	1.90
ENSSSAG00000055806	ENSSSAT00000106478,ENSSSAT00000109345,ENSSSAT00000109350,ENSSSAT00000109506,ENSSSAT00000159633,ENSSSAT00000161851,ENSSSAT00000179053,ENSSSAT00000225959,ENSSSAT00000248208,ENSSSAT00000253175	19.34	21.11	25.08	18.52	27.02	22.68	8.68	27.76	23.57	24.78	25.26	28.65
ENSSSAG00000055807	ENSSSAT00000059910,ENSSSAT00000092852,ENSSSAT00000092958,ENSSSAT00000093157	0.77	0.22	0.41	0.29	0.51	0.44	1.84	0.16	0.09	0.58	0.19	0.64
ENSSSAG00000055808	ENSSSAT00000090887,ENSSSAT00000090899,ENSSSAT00000090912,ENSSSAT00000090917,ENSSSAT00000090958,ENSSSAT00000090981,ENSSSAT00000091019	8.53	8.40	11.02	8.40	8.51	8.46	6.72	13.65	9.95	9.90	9.94	9.98
ENSSSAG00000055809	ENSSSAT00000090154	0.32	0.16	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.22
ENSSSAG00000055811	ENSSSAT00000090145,ENSSSAT00000090152	107.39	115.51	106.14	107.48	121.93	138.38	96.34	160.53	142.47	147.43	109.48	128.49
ENSSSAG00000055813	ENSSSAT00000091226,ENSSSAT00000091381,ENSSSAT00000091482,ENSSSAT00000091558,ENSSSAT00000180231,ENSSSAT00000181634,ENSSSAT00000244386	63.22	68.95	62.22	31.32	68.36	59.43	18.80	47.14	47.34	51.91	66.43	54.79
ENSSSAG00000055814	ENSSSAT00000090158	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000055816	ENSSSAT00000100045,ENSSSAT00000100083,ENSSSAT00000100172,ENSSSAT00000100292,ENSSSAT00000100312,ENSSSAT00000100357,ENSSSAT00000100505,ENSSSAT00000100529,ENSSSAT00000100551,ENSSSAT00000102639	17.29	11.67	18.03	12.57	9.15	13.26	8.52	9.69	8.01	7.57	17.67	9.00
