gene_id	transcript_id(s)	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R3
ENSSSAG00000000328	ENSSSAT00000000642,ENSSSAT00000000646,ENSSSAT00000000652,ENSSSAT00000000661	41.57	43.07	27.15	25.38	41.30	29.33	22.58	29.93	38.52	36.86	20.39	40.18
ENSSSAG00000000333	ENSSSAT00000000568	0.05	0.00	0.08	0.04	0.00	0.05	0.04	0.00	0.00	0.00	0.07	0.00
ENSSSAG00000000335	ENSSSAT00000000584,ENSSSAT00000161920,ENSSSAT00000249448	1.41	2.02	0.89	1.13	2.22	2.56	1.56	2.65	3.25	3.17	0.74	3.18
ENSSSAG00000000345	ENSSSAT00000000592,ENSSSAT00000162838	0.06	0.29	0.07	0.00	0.03	0.17	0.00	0.08	0.16	0.00	0.04	0.13
ENSSSAG00000000346	ENSSSAT00000000598	30.37	31.50	24.58	24.37	27.76	25.52	22.22	24.64	29.67	24.93	21.89	20.10
ENSSSAG00000000347	ENSSSAT00000000595	0.14	0.04	0.14	0.11	0.10	0.07	0.08	0.21	0.09	0.07	0.04	0.04
ENSSSAG00000000349	ENSSSAT00000000602,ENSSSAT00000157177,ENSSSAT00000195282,ENSSSAT00000208065,ENSSSAT00000250398,ENSSSAT00000254003	13.67	12.81	18.27	8.99	13.39	9.20	6.65	9.46	9.93	14.24	6.84	14.07
ENSSSAG00000000352	ENSSSAT00000000727,ENSSSAT00000000777,ENSSSAT00000000797,ENSSSAT00000000806,ENSSSAT00000000820,ENSSSAT00000000831,ENSSSAT00000129445,ENSSSAT00000129633	89.45	77.65	74.26	56.44	70.22	45.20	58.63	65.55	68.79	70.82	57.77	64.96
ENSSSAG00000000357	ENSSSAT00000000617	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000358	ENSSSAT00000000624,ENSSSAT00000233100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000360	ENSSSAT00000000618	14.95	13.39	14.97	12.79	16.75	15.48	12.45	17.28	20.81	15.72	9.09	17.25
ENSSSAG00000000362	ENSSSAT00000000621	1.07	1.24	0.70	0.90	0.87	0.48	1.12	0.75	1.05	1.16	0.56	0.96
ENSSSAG00000000363	ENSSSAT00000000625,ENSSSAT00000000632	74.58	82.91	63.62	59.35	76.40	53.34	62.46	59.34	80.08	68.12	39.98	72.62
ENSSSAG00000000364	ENSSSAT00000000631,ENSSSAT00000000643,ENSSSAT00000000650,ENSSSAT00000000658,ENSSSAT00000000667,ENSSSAT00000149913,ENSSSAT00000193946	35.15	33.06	34.84	29.26	29.70	18.74	27.79	23.86	28.18	38.35	30.22	26.03
ENSSSAG00000000368	ENSSSAT00000000766,ENSSSAT00000000770,ENSSSAT00000000774,ENSSSAT00000000781,ENSSSAT00000000793,ENSSSAT00000000801	10.24	12.79	7.76	7.25	12.57	8.95	12.49	12.54	17.02	14.12	6.91	13.52
ENSSSAG00000000371	ENSSSAT00000000636,ENSSSAT00000000649,ENSSSAT00000000664	7.68	6.84	6.17	6.38	8.14	7.57	6.10	5.84	7.05	8.95	5.84	6.71
ENSSSAG00000000375	ENSSSAT00000000647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.16	0.00
ENSSSAG00000000376	ENSSSAT00000000682	14.95	10.49	9.48	9.50	13.48	6.35	10.91	12.31	9.73	15.94	11.23	10.27
ENSSSAG00000000377	ENSSSAT00000000644	2.87	1.29	2.64	0.79	2.38	1.26	0.97	1.35	2.05	3.56	2.02	4.64
ENSSSAG00000000378	ENSSSAT00000057964,ENSSSAT00000182182,ENSSSAT00000206494	0.00	0.00	0.00	0.05	0.10	0.00	0.00	0.00	0.00	0.06	0.00	0.00
ENSSSAG00000000380	ENSSSAT00000000651,ENSSSAT00000000671,ENSSSAT00000000690,ENSSSAT00000000714,ENSSSAT00000000739,ENSSSAT00000000755,ENSSSAT00000202154,ENSSSAT00000232928	0.09	0.05	0.05	0.02	0.08	0.12	0.02	0.05	0.13	0.08	0.04	0.26
ENSSSAG00000000381	ENSSSAT00000000655	4.87	3.44	4.46	4.92	3.81	4.39	3.33	2.58	5.65	3.38	3.17	3.89
ENSSSAG00000000382	ENSSSAT00000000807,ENSSSAT00000000810,ENSSSAT00000000815,ENSSSAT00000000834	12.16	10.05	11.04	9.51	11.38	8.32	9.61	12.46	12.39	12.60	6.13	13.95
ENSSSAG00000000384	ENSSSAT00000000657	0.08	0.30	0.09	0.00	0.14	0.05	0.18	0.00	0.03	0.15	0.08	0.03
ENSSSAG00000000385	ENSSSAT00000000696,ENSSSAT00000000701,ENSSSAT00000000702,ENSSSAT00000000707,ENSSSAT00000127788,ENSSSAT00000127792,ENSSSAT00000167631,ENSSSAT00000168343,ENSSSAT00000191195	140.88	146.31	91.63	63.09	117.51	68.67	76.27	89.70	121.14	92.73	52.72	126.08
ENSSSAG00000000387	ENSSSAT00000000669,ENSSSAT00000000676,ENSSSAT00000000681,ENSSSAT00000166478,ENSSSAT00000184911,ENSSSAT00000191929,ENSSSAT00000197431,ENSSSAT00000224816	10.45	4.97	8.52	6.35	8.49	7.59	4.33	7.41	5.01	8.80	7.22	9.29
ENSSSAG00000000388	ENSSSAT00000000715,ENSSSAT00000000726,ENSSSAT00000000731,ENSSSAT00000000741	0.06	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000389	ENSSSAT00000000670	3.15	4.14	5.17	3.68	2.90	3.17	4.51	3.70	2.11	2.70	3.59	3.73
ENSSSAG00000000391	ENSSSAT00000000683	3.08	2.14	3.41	1.48	3.44	3.20	3.24	4.42	3.49	4.53	1.69	6.89
ENSSSAG00000000392	ENSSSAT00000000493,ENSSSAT00000000679,ENSSSAT00000000688,ENSSSAT00000195534	2.32	5.09	2.77	2.31	3.88	1.83	4.09	2.79	3.26	2.78	2.65	3.43
ENSSSAG00000000395	ENSSSAT00000000691	0.00	0.09	0.21	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000398	ENSSSAT00000000687	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.05	0.00	0.00	0.00	0.00
ENSSSAG00000000399	ENSSSAT00000000709,ENSSSAT00000174640,ENSSSAT00000207668,ENSSSAT00000215035	0.19	0.45	0.20	0.05	0.07	0.14	0.49	0.23	0.22	0.03	0.05	0.21
ENSSSAG00000000402	ENSSSAT00000185913,ENSSSAT00000250314	5.01	23.82	5.80	6.72	11.97	17.21	10.47	13.91	11.93	10.09	5.69	22.13
ENSSSAG00000000403	ENSSSAT00000000703,ENSSSAT00000220269	22.09	22.21	16.60	13.82	29.91	18.54	12.25	20.99	24.86	24.24	12.25	59.97
ENSSSAG00000000404	ENSSSAT00000000704,ENSSSAT00000001111,ENSSSAT00000248164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000406	ENSSSAT00000000729,ENSSSAT00000000753,ENSSSAT00000000786,ENSSSAT00000000819,ENSSSAT00000157779	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
ENSSSAG00000000408	ENSSSAT00000000712	0.05	0.14	0.12	0.15	0.10	0.04	0.07	0.05	1.25	0.10	0.00	0.05
ENSSSAG00000000409	ENSSSAT00000161470,ENSSSAT00000178421,ENSSSAT00000213146,ENSSSAT00000228411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07
ENSSSAG00000000410	ENSSSAT00000000718,ENSSSAT00000170214,ENSSSAT00000172321,ENSSSAT00000179123,ENSSSAT00000243858	26.78	26.48	32.90	21.32	29.60	17.70	22.54	21.31	24.68	34.81	21.17	30.84
ENSSSAG00000000411	ENSSSAT00000000717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000413	ENSSSAT00000000723,ENSSSAT00000210810,ENSSSAT00000244652	4.47	4.39	3.70	4.20	4.70	4.43	4.85	4.25	5.84	5.11	3.54	4.36
ENSSSAG00000000414	ENSSSAT00000000719,ENSSSAT00000183520	0.00	0.07	0.07	0.01	0.02	0.00	0.04	0.08	0.23	0.02	0.00	0.04
ENSSSAG00000000415	ENSSSAT00000000720	0.34	0.22	0.18	0.16	0.21	0.16	0.27	0.19	0.69	0.37	0.21	0.53
ENSSSAG00000000423	ENSSSAT00000000764,ENSSSAT00000000832,ENSSSAT00000000879,ENSSSAT00000001134,ENSSSAT00000001147,ENSSSAT00000001184,ENSSSAT00000001241,ENSSSAT00000001249,ENSSSAT00000001287,ENSSSAT00000248576	6.92	6.55	3.74	3.60	7.41	5.75	5.29	5.56	7.00	6.80	3.59	6.23
ENSSSAG00000000424	ENSSSAT00000000754	0.21	0.74	0.00	0.09	0.23	0.20	0.24	0.10	0.84	0.71	0.00	0.24
ENSSSAG00000000425	ENSSSAT00000000749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000426	ENSSSAT00000000748,ENSSSAT00000170021,ENSSSAT00000175205,ENSSSAT00000194924,ENSSSAT00000202359,ENSSSAT00000233745,ENSSSAT00000250822	0.00	0.03	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000429	ENSSSAT00000000762,ENSSSAT00000169652,ENSSSAT00000171564,ENSSSAT00000241094	0.00	0.04	0.00	0.00	0.05	0.00	0.03	0.12	0.00	0.15	0.00	0.10
ENSSSAG00000000430	ENSSSAT00000000756,ENSSSAT00000000765	5.78	5.34	4.04	4.59	6.88	5.68	5.23	4.55	7.18	6.62	3.37	5.84
ENSSSAG00000000431	ENSSSAT00000000772,ENSSSAT00000000791,ENSSSAT00000051783,ENSSSAT00000053212,ENSSSAT00000158478,ENSSSAT00000165517,ENSSSAT00000176939,ENSSSAT00000190290,ENSSSAT00000191999,ENSSSAT00000250705	36.96	40.21	15.08	17.25	47.60	24.08	26.60	23.50	50.28	35.66	15.09	37.56
ENSSSAG00000000432	ENSSSAT00000000757,ENSSSAT00000019532,ENSSSAT00000166697,ENSSSAT00000202657	6.65	6.73	3.24	2.82	4.47	4.50	3.55	3.82	6.08	5.46	3.05	4.04
ENSSSAG00000000434	ENSSSAT00000000860,ENSSSAT00000000878,ENSSSAT00000000881,ENSSSAT00000000889	15.42	8.84	9.52	6.76	12.76	6.88	6.87	7.82	7.02	12.06	6.40	11.13
ENSSSAG00000000436	ENSSSAT00000000763	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000437	ENSSSAT00000000771	2.82	2.57	3.46	2.72	3.12	2.67	2.25	2.35	3.06	3.98	3.35	2.41
ENSSSAG00000000439	ENSSSAT00000000887	0.00	0.03	0.08	0.00	0.00	0.03	0.02	0.00	0.00	0.07	0.00	0.00
ENSSSAG00000000442	ENSSSAT00000000785,ENSSSAT00000000800,ENSSSAT00000241990	8.97	7.72	6.32	5.69	5.45	4.67	6.06	6.59	6.79	7.78	5.58	4.72
ENSSSAG00000000446	ENSSSAT00000000789,ENSSSAT00000156591,ENSSSAT00000156910,ENSSSAT00000174859,ENSSSAT00000179202,ENSSSAT00000198394	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.04	0.00	0.00	0.00
ENSSSAG00000000450	ENSSSAT00000000802	5.48	5.50	4.66	4.37	3.80	4.70	3.69	3.76	4.18	5.46	5.32	3.06
ENSSSAG00000000454	ENSSSAT00000201044,ENSSSAT00000246797	273.40	179.60	191.66	233.84	445.77	150.21	185.15	262.69	288.27	432.20	282.93	414.07
ENSSSAG00000000456	ENSSSAT00000169600,ENSSSAT00000184601,ENSSSAT00000206441	3.34	1.66	2.80	2.33	2.10	2.52	1.56	2.24	2.15	2.63	1.69	3.48
ENSSSAG00000000459	ENSSSAT00000001222,ENSSSAT00000001313,ENSSSAT00000001372,ENSSSAT00000001396,ENSSSAT00000001416,ENSSSAT00000001440,ENSSSAT00000001449,ENSSSAT00000080929,ENSSSAT00000188101,ENSSSAT00000248010	7.63	8.35	5.17	6.25	8.25	5.91	6.52	7.93	7.50	11.53	5.71	9.57
ENSSSAG00000000460	ENSSSAT00000000822,ENSSSAT00000000837,ENSSSAT00000169115,ENSSSAT00000225892,ENSSSAT00000233027	0.00	0.00	0.03	0.00	0.07	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000467	ENSSSAT00000000950,ENSSSAT00000001014,ENSSSAT00000001064,ENSSSAT00000001080,ENSSSAT00000057387,ENSSSAT00000083457,ENSSSAT00000227011	6.35	8.07	3.20	3.86	6.77	7.37	7.25	7.25	9.92	6.83	3.78	6.70
ENSSSAG00000000468	ENSSSAT00000000846,ENSSSAT00000239055	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
ENSSSAG00000000470	ENSSSAT00000000839	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000472	ENSSSAT00000001057,ENSSSAT00000001063,ENSSSAT00000001070,ENSSSAT00000001076	0.19	0.03	0.04	0.10	0.18	0.11	0.21	0.02	0.12	0.14	0.06	0.39
ENSSSAG00000000473	ENSSSAT00000000842,ENSSSAT00000000854,ENSSSAT00000000866,ENSSSAT00000175687,ENSSSAT00000176885,ENSSSAT00000228916	9.77	6.26	5.95	5.39	11.13	6.87	7.25	8.08	6.99	11.15	5.54	11.83
ENSSSAG00000000474	ENSSSAT00000000898,ENSSSAT00000000915,ENSSSAT00000000926,ENSSSAT00000000943,ENSSSAT00000000947,ENSSSAT00000000963,ENSSSAT00000000972,ENSSSAT00000000995,ENSSSAT00000001016	4.98	5.96	4.32	4.95	7.97	9.01	6.51	7.81	9.58	9.08	5.77	9.83
ENSSSAG00000000475	ENSSSAT00000000841	1.37	1.05	1.04	0.46	1.33	0.27	0.84	0.73	1.07	1.17	0.74	0.84
ENSSSAG00000000481	ENSSSAT00000000895,ENSSSAT00000001061	80.49	76.60	70.26	56.48	74.10	53.38	66.02	69.41	78.28	80.33	52.06	80.12
ENSSSAG00000000483	ENSSSAT00000000870,ENSSSAT00000000880,ENSSSAT00000178122,ENSSSAT00000191142,ENSSSAT00000247165	51.89	40.17	47.40	41.53	37.69	33.88	36.20	42.40	43.64	48.66	34.78	50.38
ENSSSAG00000000484	ENSSSAT00000000861	3.25	2.18	2.02	2.37	2.61	2.45	2.67	2.57	3.77	3.25	2.23	2.45
ENSSSAG00000000485	ENSSSAT00000000873,ENSSSAT00000221062	3.90	1.94	4.86	9.19	2.63	16.53	3.49	2.88	1.62	1.96	15.10	2.52
ENSSSAG00000000486	ENSSSAT00000001527,ENSSSAT00000001626,ENSSSAT00000001628,ENSSSAT00000001662,ENSSSAT00000001752,ENSSSAT00000001756,ENSSSAT00000001759,ENSSSAT00000150935,ENSSSAT00000150964,ENSSSAT00000230667	0.18	0.19	0.30	0.29	0.38	0.20	0.32	0.14	0.41	0.34	0.10	0.22
ENSSSAG00000000487	ENSSSAT00000000874	12.64	11.93	5.86	5.91	13.15	8.84	9.58	9.08	15.03	12.78	5.85	12.19
ENSSSAG00000000489	ENSSSAT00000000875	1.02	0.31	0.90	0.46	0.81	0.65	0.72	0.82	0.60	1.06	0.40	1.23
ENSSSAG00000000491	ENSSSAT00000000897,ENSSSAT00000237951	2.87	3.12	1.13	1.92	2.51	2.53	2.29	2.10	2.41	5.88	2.19	4.21
ENSSSAG00000000493	ENSSSAT00000000886	6.95	4.79	1.77	2.65	4.01	2.88	5.22	4.01	4.45	3.72	2.22	3.94
ENSSSAG00000000495	ENSSSAT00000000885,ENSSSAT00000211075	0.47	1.29	0.75	0.84	0.67	1.19	0.70	1.06	0.94	1.07	0.95	0.62
ENSSSAG00000000496	ENSSSAT00000000917,ENSSSAT00000000919,ENSSSAT00000000933,ENSSSAT00000000938,ENSSSAT00000170103,ENSSSAT00000215786,ENSSSAT00000220644	13.90	17.13	19.43	17.20	19.37	19.61	17.62	18.85	26.93	23.21	14.02	22.02
ENSSSAG00000000497	ENSSSAT00000000892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000498	ENSSSAT00000000891,ENSSSAT00000193247,ENSSSAT00000210034	2.55	2.31	1.17	1.44	2.10	1.60	1.80	1.75	1.89	2.14	1.56	2.66
ENSSSAG00000000499	ENSSSAT00000000899,ENSSSAT00000184402	1.47	2.04	0.77	0.90	1.59	1.64	2.09	1.56	1.86	1.97	1.21	1.37
ENSSSAG00000000501	ENSSSAT00000000905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000506	ENSSSAT00000001223,ENSSSAT00000001238,ENSSSAT00000001268,ENSSSAT00000161538,ENSSSAT00000181023,ENSSSAT00000184254,ENSSSAT00000193157,ENSSSAT00000215808,ENSSSAT00000218236,ENSSSAT00000237408	9.25	7.54	3.17	3.11	8.16	5.62	5.25	6.00	8.67	7.33	3.59	7.34
ENSSSAG00000000508	ENSSSAT00000000944,ENSSSAT00000000961,ENSSSAT00000000973,ENSSSAT00000000979,ENSSSAT00000161826	12.16	12.14	7.63	12.50	11.65	8.50	11.06	10.59	13.50	11.40	7.71	11.10
ENSSSAG00000000509	ENSSSAT00000000940,ENSSSAT00000000951	213.91	211.04	219.33	209.20	225.94	153.52	191.91	218.89	249.84	251.06	162.12	256.78
ENSSSAG00000000510	ENSSSAT00000000913	9.32	11.55	6.50	7.15	10.59	8.55	12.92	9.46	13.01	10.22	6.33	10.55
ENSSSAG00000000511	ENSSSAT00000000922,ENSSSAT00000000928,ENSSSAT00000000945,ENSSSAT00000169613	24.07	18.91	28.26	12.22	11.81	9.35	14.31	13.13	12.78	19.18	17.21	14.62
ENSSSAG00000000513	ENSSSAT00000000918,ENSSSAT00000221183	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000514	ENSSSAT00000000932,ENSSSAT00000000942,ENSSSAT00000000952,ENSSSAT00000072915	93.94	59.02	91.02	44.23	42.69	31.45	41.29	51.49	43.77	58.98	47.20	47.77
ENSSSAG00000000515	ENSSSAT00000000927	52.80	53.21	55.82	45.83	53.00	42.06	49.64	46.31	53.35	54.14	42.62	61.33
ENSSSAG00000000516	ENSSSAT00000000924	9.38	4.28	13.31	19.07	6.87	33.15	10.26	11.41	5.24	6.63	21.42	7.93
ENSSSAG00000000518	ENSSSAT00000001056,ENSSSAT00000001132,ENSSSAT00000001163,ENSSSAT00000001175,ENSSSAT00000001179,ENSSSAT00000001199,ENSSSAT00000001207,ENSSSAT00000001212,ENSSSAT00000001218	30.57	26.73	22.76	15.12	20.28	11.85	15.80	16.01	20.28	22.77	19.35	16.75
ENSSSAG00000000519	ENSSSAT00000000946,ENSSSAT00000000955,ENSSSAT00000160468,ENSSSAT00000178340	6.57	8.02	6.76	6.81	11.32	14.19	15.46	10.95	14.46	9.29	11.63	9.23
ENSSSAG00000000522	ENSSSAT00000000971	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.01	0.00
ENSSSAG00000000524	ENSSSAT00000000959,ENSSSAT00000000985,ENSSSAT00000159915,ENSSSAT00000203980	1.41	1.52	0.78	0.61	1.91	0.96	1.28	1.17	1.46	1.89	0.88	1.42
ENSSSAG00000000525	ENSSSAT00000000984,ENSSSAT00000001004,ENSSSAT00000011125,ENSSSAT00000011180	21.11	23.82	12.34	11.40	19.24	17.90	16.15	14.78	21.80	22.05	10.97	22.26
ENSSSAG00000000526	ENSSSAT00000000954	2.05	1.51	2.65	1.57	1.63	0.76	1.10	1.01	1.67	1.43	0.87	1.32
ENSSSAG00000000527	ENSSSAT00000000962,ENSSSAT00000159736,ENSSSAT00000196168,ENSSSAT00000229976	0.15	0.06	0.42	1.64	0.33	3.15	1.26	1.40	0.17	0.35	3.82	0.18
ENSSSAG00000000529	ENSSSAT00000000964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000530	ENSSSAT00000000530,ENSSSAT00000000977,ENSSSAT00000216428	0.00	0.04	0.00	0.00	0.00	0.00	0.10	0.43	0.20	0.10	0.06	0.08
ENSSSAG00000000532	ENSSSAT00000000968	3.76	7.10	5.01	5.49	4.49	5.23	4.63	4.16	6.02	4.63	3.84	4.28
ENSSSAG00000000533	ENSSSAT00000001707,ENSSSAT00000001739,ENSSSAT00000001769,ENSSSAT00000001828,ENSSSAT00000001845,ENSSSAT00000001874,ENSSSAT00000001878,ENSSSAT00000152224,ENSSSAT00000200864,ENSSSAT00000212033	0.71	0.26	1.23	0.51	0.23	0.87	0.73	0.94	0.66	0.31	0.31	0.38
ENSSSAG00000000534	ENSSSAT00000000975	73.69	69.67	33.78	28.50	62.62	47.56	47.58	57.61	65.64	54.17	29.55	59.51
ENSSSAG00000000536	ENSSSAT00000000986,ENSSSAT00000000990,ENSSSAT00000000998,ENSSSAT00000001002,ENSSSAT00000001022,ENSSSAT00000001051,ENSSSAT00000001060,ENSSSAT00000090947,ENSSSAT00000091015	3.89	5.25	2.65	3.26	6.82	2.95	3.79	4.63	8.08	6.49	2.78	7.26
ENSSSAG00000000541	ENSSSAT00000000993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000543	ENSSSAT00000000997	0.46	0.41	0.17	0.13	0.26	0.05	0.15	0.25	0.28	0.44	0.11	0.06
ENSSSAG00000000544	ENSSSAT00000001034,ENSSSAT00000156978	0.12	0.04	0.06	0.10	0.09	0.06	0.19	0.09	0.08	0.23	0.05	0.22
ENSSSAG00000000545	ENSSSAT00000001005,ENSSSAT00000234492	3.07	2.42	2.67	1.84	2.15	1.42	1.92	1.71	1.30	1.78	2.33	2.26
ENSSSAG00000000550	ENSSSAT00000001015	3.03	3.40	4.41	4.55	2.13	3.08	3.93	3.44	2.11	4.06	6.12	2.43
ENSSSAG00000000551	ENSSSAT00000001011,ENSSSAT00000187485	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000553	ENSSSAT00000001017,ENSSSAT00000001028,ENSSSAT00000182043,ENSSSAT00000186937,ENSSSAT00000189607,ENSSSAT00000193313,ENSSSAT00000229036	10.02	9.96	6.56	6.45	10.67	6.52	9.33	8.49	13.52	9.32	5.42	11.01
ENSSSAG00000000555	ENSSSAT00000001021	8.79	9.28	7.26	6.45	7.99	6.57	8.64	7.10	8.97	6.22	7.34	8.39
ENSSSAG00000000556	ENSSSAT00000001024,ENSSSAT00000001046,ENSSSAT00000195689,ENSSSAT00000241679	602.58	534.06	345.89	378.25	392.45	362.33	436.05	439.11	479.44	464.26	335.66	449.47
ENSSSAG00000000557	ENSSSAT00000001019,ENSSSAT00000001031,ENSSSAT00000147710	0.30	0.18	0.09	0.00	0.51	0.24	0.21	0.14	0.40	0.49	0.17	0.42
ENSSSAG00000000558	ENSSSAT00000001027,ENSSSAT00000001037,ENSSSAT00000001047,ENSSSAT00000219965	12.65	8.40	10.48	15.28	12.32	16.44	10.57	8.67	8.80	10.44	16.49	7.34
ENSSSAG00000000562	ENSSSAT00000001035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000564	ENSSSAT00000001074,ENSSSAT00000001079,ENSSSAT00000001084,ENSSSAT00000173237,ENSSSAT00000206268	56.81	53.58	56.22	48.59	48.72	46.79	56.86	52.49	66.59	59.41	44.33	61.16
ENSSSAG00000000566	ENSSSAT00000001041	0.75	0.39	0.30	0.53	1.00	0.78	0.70	0.39	0.65	0.79	0.69	0.78
ENSSSAG00000000569	ENSSSAT00000001058,ENSSSAT00000001071	0.96	1.57	1.72	1.07	1.92	1.69	3.48	2.45	1.58	1.84	1.11	1.83
ENSSSAG00000000570	ENSSSAT00000001048,ENSSSAT00000230336	4.74	5.55	3.25	2.40	5.21	3.61	2.86	2.63	5.27	4.10	2.94	4.60
ENSSSAG00000000571	ENSSSAT00000001059,ENSSSAT00000001069	1.19	0.46	0.42	0.49	0.90	0.33	1.18	0.91	1.17	1.88	0.20	0.91
ENSSSAG00000000576	ENSSSAT00000001055,ENSSSAT00000222025	1.67	1.19	1.75	0.88	0.76	0.65	1.08	0.83	1.13	1.27	1.80	1.08
ENSSSAG00000000580	ENSSSAT00000001075,ENSSSAT00000166964	0.00	0.00	0.10	0.20	0.13	0.00	0.09	0.23	0.00	0.00	0.09	0.00
ENSSSAG00000000581	ENSSSAT00000001072,ENSSSAT00000239756	5.42	3.10	3.67	3.71	4.53	4.64	3.84	3.36	3.01	4.36	2.58	5.97
ENSSSAG00000000582	ENSSSAT00000001220,ENSSSAT00000001242,ENSSSAT00000001279,ENSSSAT00000001325,ENSSSAT00000001344,ENSSSAT00000001361,ENSSSAT00000001394	6.07	4.82	4.81	3.63	5.19	3.40	4.29	4.54	5.27	5.79	3.27	4.02
ENSSSAG00000000589	ENSSSAT00000001087,ENSSSAT00000219492	0.52	0.63	0.12	0.17	0.18	0.15	0.29	0.30	0.23	0.10	0.10	0.12
ENSSSAG00000000590	ENSSSAT00000001091,ENSSSAT00000173036,ENSSSAT00000235451,ENSSSAT00000250834	0.29	0.34	0.31	0.40	0.23	0.25	0.40	0.54	0.39	1.01	0.13	0.14
ENSSSAG00000000591	ENSSSAT00000001119,ENSSSAT00000001130,ENSSSAT00000001136,ENSSSAT00000212491	0.94	0.47	0.00	0.16	0.86	0.62	0.17	0.00	0.39	0.13	0.17	0.13
ENSSSAG00000000593	ENSSSAT00000001092,ENSSSAT00000166866,ENSSSAT00000249089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00
ENSSSAG00000000594	ENSSSAT00000001093	0.13	0.26	0.34	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000000595	ENSSSAT00000001095	45.11	104.36	118.12	69.68	74.91	159.07	178.65	145.15	282.29	95.34	116.16	111.66
ENSSSAG00000000598	ENSSSAT00000001105,ENSSSAT00000001108,ENSSSAT00000001118,ENSSSAT00000011091,ENSSSAT00000212393	0.00	0.13	0.11	0.00	0.47	0.05	0.00	0.00	0.26	0.00	0.05	0.00
ENSSSAG00000000600	ENSSSAT00000001109,ENSSSAT00000001117,ENSSSAT00000087596,ENSSSAT00000150980,ENSSSAT00000151179,ENSSSAT00000167183,ENSSSAT00000196651,ENSSSAT00000228035,ENSSSAT00000251333,ENSSSAT00000252814	0.03	0.00	0.07	0.00	0.00	0.00	0.04	0.16	0.00	0.00	0.00	0.00
