gene_id	transcript_id(s)	RainbowTrout_RNA_Brain_Immature_Female_R1	RainbowTrout_RNA_Brain_Immature_Female_R2	RainbowTrout_RNA_Brain_Immature_Female_R3	RainbowTrout_RNA_Brain_Immature_Male_R1	RainbowTrout_RNA_Brain_Immature_Male_R2	RainbowTrout_RNA_Brain_Immature_Male_R3	RainbowTrout_RNA_Brain_Mature_Female_R1	RainbowTrout_RNA_Brain_Mature_Female_R2	RainbowTrout_RNA_Brain_Mature_Female_R3	RainbowTrout_RNA_Brain_Mature_Male_R1	RainbowTrout_RNA_Brain_Mature_Male_R2	RainbowTrout_RNA_Brain_Mature_Male_R3
ENSOMYG00000000266	ENSOMYT00000000460,ENSOMYT00000000464,ENSOMYT00000000467,ENSOMYT00000039649	20.13	19.84	35.47	39.02	39.90	37.04	39.89	23.43	41.80	52.56	39.32	30.88
ENSOMYG00000000267	ENSOMYT00000000444,ENSOMYT00000000448,ENSOMYT00000000453,ENSOMYT00000000466,ENSOMYT00000000473,ENSOMYT00000000476	6.54	6.36	6.85	3.80	4.93	6.01	1.40	5.21	4.20	0.77	0.63	4.83
ENSOMYG00000000268	ENSOMYT00000000431	3.82	7.00	3.15	6.01	7.35	11.84	4.26	6.42	5.35	4.20	4.37	6.73
ENSOMYG00000000269	ENSOMYT00000000433	18.09	18.70	19.39	23.15	21.99	20.37	28.70	19.89	16.81	17.03	20.88	18.16
ENSOMYG00000000270	ENSOMYT00000000449,ENSOMYT00000000454,ENSOMYT00000000462,ENSOMYT00000000472,ENSOMYT00000000478	4.55	5.28	3.49	4.53	3.96	3.22	4.31	5.82	6.20	3.10	1.57	6.12
ENSOMYG00000000271	ENSOMYT00000000436	0.71	0.18	0.17	0.96	0.79	0.40	2.02	4.59	0.49	0.72	0.33	0.74
ENSOMYG00000000272	ENSOMYT00000000435	6.61	16.74	9.36	10.35	15.21	15.23	8.25	9.85	9.98	7.85	7.14	9.23
ENSOMYG00000000273	ENSOMYT00000000437,ENSOMYT00000135696	5.25	11.09	6.23	12.34	12.22	8.73	6.75	10.69	7.47	3.23	3.99	7.54
ENSOMYG00000000274	ENSOMYT00000000440	0.10	0.00	0.05	0.00	0.15	0.00	0.04	0.12	0.06	0.00	0.09	0.19
ENSOMYG00000000275	ENSOMYT00000000438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000276	ENSOMYT00000000441	21.98	28.80	19.72	31.32	30.43	26.24	18.54	22.91	11.75	19.82	19.93	15.95
ENSOMYG00000000277	ENSOMYT00000000439	15.73	17.91	12.46	10.09	7.40	9.98	8.73	7.51	10.67	11.01	11.25	7.92
ENSOMYG00000000278	ENSOMYT00000000479	32.23	21.86	40.51	23.49	23.85	22.74	17.87	27.09	24.32	26.64	30.92	18.02
ENSOMYG00000000279	ENSOMYT00000000443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000280	ENSOMYT00000000513,ENSOMYT00000000536,ENSOMYT00000000541,ENSOMYT00000164911	1.10	3.29	1.74	2.57	2.44	2.54	0.61	1.40	1.11	0.36	0.37	2.10
ENSOMYG00000000281	ENSOMYT00000000483,ENSOMYT00000000487,ENSOMYT00000000492,ENSOMYT00000000496,ENSOMYT00000014253,ENSOMYT00000014309,ENSOMYT00000131062	48.85	50.52	44.46	39.04	45.84	57.09	51.15	55.02	53.20	63.43	51.14	39.33
ENSOMYG00000000282	ENSOMYT00000000447	0.50	1.24	0.49	0.00	0.25	0.00	0.00	0.00	0.16	0.00	0.00	0.47
ENSOMYG00000000283	ENSOMYT00000000510,ENSOMYT00000000558,ENSOMYT00000000569,ENSOMYT00000000573,ENSOMYT00000000577,ENSOMYT00000000580,ENSOMYT00000119741	5.85	5.06	5.08	4.76	5.47	6.55	6.18	5.35	7.14	4.84	5.50	4.90
ENSOMYG00000000284	ENSOMYT00000000481,ENSOMYT00000000484,ENSOMYT00000000494,ENSOMYT00000000502,ENSOMYT00000000508,ENSOMYT00000000511,ENSOMYT00000000521,ENSOMYT00000000529	7.02	9.92	4.89	6.82	5.01	6.34	7.18	5.56	5.83	6.97	10.30	7.04
ENSOMYG00000000285	ENSOMYT00000000475,ENSOMYT00000000486,ENSOMYT00000000489,ENSOMYT00000000499,ENSOMYT00000032131,ENSOMYT00000033432,ENSOMYT00000163426	0.41	0.16	0.05	0.43	0.28	0.18	0.25	0.84	1.17	0.08	0.19	0.00
ENSOMYG00000000286	ENSOMYT00000000455,ENSOMYT00000000458	0.44	1.11	0.00	1.38	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000287	ENSOMYT00000000469	1.13	0.69	1.36	0.06	0.05	0.29	0.00	0.04	0.10	0.26	0.00	0.34
ENSOMYG00000000288	ENSOMYT00000000470,ENSOMYT00000152064,ENSOMYT00000166905	1.04	2.44	1.31	1.63	2.83	1.49	0.69	0.98	1.99	1.51	0.49	0.81
ENSOMYG00000000290	ENSOMYT00000000459	11.79	12.41	10.22	10.51	10.31	13.72	3.34	8.46	7.45	1.32	1.09	11.73
ENSOMYG00000000293	ENSOMYT00000000480	4.05	4.11	1.62	3.77	4.07	2.26	2.14	5.67	3.65	3.36	2.86	2.44
ENSOMYG00000000296	ENSOMYT00000000498	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000297	ENSOMYT00000000488	26.04	22.06	21.12	20.67	19.14	17.76	19.87	25.47	14.98	15.94	20.06	11.92
ENSOMYG00000000299	ENSOMYT00000000503,ENSOMYT00000000516,ENSOMYT00000000523	4.05	1.29	2.78	5.27	3.76	6.23	2.18	1.67	1.35	1.75	1.31	1.97
ENSOMYG00000000300	ENSOMYT00000000501	2.70	1.91	3.95	4.44	3.96	4.64	4.01	4.32	2.27	3.04	2.48	3.42
ENSOMYG00000000301	ENSOMYT00000000504	10.12	2.74	6.23	0.00	0.00	2.90	0.00	0.00	4.85	0.00	0.00	0.00
ENSOMYG00000000303	ENSOMYT00000000512,ENSOMYT00000000519	15.53	15.33	15.03	12.00	13.24	10.70	13.32	18.80	16.64	18.79	15.95	9.38
ENSOMYG00000000305	ENSOMYT00000000538,ENSOMYT00000119607,ENSOMYT00000130531,ENSOMYT00000134518,ENSOMYT00000135657,ENSOMYT00000144180,ENSOMYT00000146726	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000306	ENSOMYT00000000522,ENSOMYT00000000528,ENSOMYT00000000537,ENSOMYT00000000539,ENSOMYT00000000546,ENSOMYT00000000554	0.66	0.97	0.65	0.94	0.54	0.99	1.16	1.58	0.87	0.24	0.00	2.03
ENSOMYG00000000308	ENSOMYT00000000520	2.51	3.22	2.48	3.49	3.02	2.97	5.42	3.03	2.34	3.20	4.78	3.19
ENSOMYG00000000310	ENSOMYT00000000531,ENSOMYT00000000532,ENSOMYT00000000756,ENSOMYT00000145968	22.66	23.46	26.29	26.22	31.73	22.28	29.25	25.51	22.69	36.85	28.24	25.55
ENSOMYG00000000311	ENSOMYT00000000601,ENSOMYT00000000617,ENSOMYT00000000625,ENSOMYT00000000630,ENSOMYT00000000633,ENSOMYT00000123155,ENSOMYT00000132625,ENSOMYT00000135213,ENSOMYT00000142023,ENSOMYT00000164659	19.91	31.04	16.64	26.36	28.77	22.59	15.16	22.48	18.25	12.72	15.59	17.84
ENSOMYG00000000312	ENSOMYT00000000526,ENSOMYT00000000533	21.82	32.63	14.43	21.89	29.52	33.03	8.25	20.10	18.69	4.78	5.17	16.20
ENSOMYG00000000313	ENSOMYT00000000524	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.00
ENSOMYG00000000315	ENSOMYT00000000545	0.98	1.06	1.65	2.46	1.93	1.38	4.83	1.63	2.51	2.89	0.50	2.39
ENSOMYG00000000316	ENSOMYT00000000535	0.00	0.00	0.14	0.00	0.28	0.00	0.91	0.00	0.18	0.47	0.00	0.27
ENSOMYG00000000318	ENSOMYT00000000540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000319	ENSOMYT00000000542	6.52	5.65	9.09	8.81	7.73	5.55	9.90	5.73	6.59	7.97	12.69	5.97
ENSOMYG00000000320	ENSOMYT00000000549,ENSOMYT00000133107,ENSOMYT00000136930	24.70	21.49	11.00	16.01	13.07	15.39	3.11	12.41	5.54	1.43	1.74	12.80
ENSOMYG00000000321	ENSOMYT00000000548	3683.10	2790.27	1982.45	3165.67	2705.73	3280.57	1985.68	3644.96	2173.60	2489.94	3104.99	1910.04
ENSOMYG00000000322	ENSOMYT00000000544	42.01	41.51	41.32	20.84	21.55	40.64	23.05	14.83	29.87	49.58	23.91	16.54
ENSOMYG00000000323	ENSOMYT00000000543,ENSOMYT00000126266,ENSOMYT00000129145,ENSOMYT00000157722	34.91	12.30	28.86	11.63	11.54	6.70	16.72	12.65	30.26	38.55	38.17	19.44
ENSOMYG00000000326	ENSOMYT00000000555,ENSOMYT00000000581,ENSOMYT00000000609,ENSOMYT00000000627	175.45	101.53	177.24	100.12	95.12	79.76	88.82	59.56	77.97	97.61	123.26	77.35
ENSOMYG00000000327	ENSOMYT00000000557	40.39	46.26	38.27	44.79	42.33	43.76	6.48	14.86	20.08	3.53	2.74	30.50
ENSOMYG00000000329	ENSOMYT00000000553	6.78	6.62	5.37	5.15	7.29	6.22	5.41	4.45	5.67	6.44	7.56	5.63
ENSOMYG00000000331	ENSOMYT00000000457,ENSOMYT00000000568,ENSOMYT00000000649,ENSOMYT00000000701,ENSOMYT00000127696,ENSOMYT00000133288	0.05	0.00	0.13	0.12	0.04	0.00	0.01	0.00	0.04	1.01	0.12	0.09
ENSOMYG00000000332	ENSOMYT00000000560	0.00	0.00	0.29	0.00	0.10	0.00	0.23	0.08	0.12	0.08	0.00	0.00
ENSOMYG00000000334	ENSOMYT00000000563	0.00	26.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000337	ENSOMYT00000000567	0.11	0.00	0.00	0.00	0.17	0.08	0.14	0.18	0.00	0.00	0.00	0.21
ENSOMYG00000000338	ENSOMYT00000000572,ENSOMYT00000144687	0.88	0.29	1.45	1.07	0.59	1.08	0.82	3.79	1.10	1.32	0.84	2.20
ENSOMYG00000000339	ENSOMYT00000000593	77.88	81.76	77.78	76.79	98.11	86.27	75.78	84.36	82.83	104.45	110.38	85.21
ENSOMYG00000000340	ENSOMYT00000000571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000342	ENSOMYT00000000574,ENSOMYT00000000582,ENSOMYT00000127596	31.43	27.31	35.70	25.73	31.66	32.15	33.27	33.69	29.37	32.28	48.08	25.15
ENSOMYG00000000343	ENSOMYT00000000655,ENSOMYT00000000658,ENSOMYT00000000672,ENSOMYT00000000685,ENSOMYT00000000694,ENSOMYT00000000704	36.77	50.30	35.20	32.97	39.75	36.88	31.04	30.45	32.79	35.96	32.94	21.84
ENSOMYG00000000344	ENSOMYT00000000723,ENSOMYT00000000729,ENSOMYT00000000736	17.57	18.08	15.82	15.25	16.32	13.36	7.58	10.09	12.06	4.79	7.92	14.41
ENSOMYG00000000349	ENSOMYT00000000585	0.23	0.00	0.11	0.28	0.00	0.10	0.05	0.09	0.07	0.00	0.00	0.37
ENSOMYG00000000350	ENSOMYT00000000597,ENSOMYT00000000599	14.19	20.62	16.84	19.97	17.17	18.74	10.23	13.06	12.01	8.76	11.17	13.39
ENSOMYG00000000352	ENSOMYT00000000587,ENSOMYT00000124987	0.30	0.00	0.00	0.19	0.00	0.00	0.00	0.09	0.05	0.06	0.22	0.25
ENSOMYG00000000353	ENSOMYT00000000588	2.65	0.00	0.00	0.00	0.00	3.06	0.00	0.00	0.00	0.00	0.00	10.57
ENSOMYG00000000356	ENSOMYT00000000591,ENSOMYT00000135263	3.54	5.20	3.02	4.10	4.22	5.79	2.59	4.23	4.11	3.93	4.40	4.45
ENSOMYG00000000357	ENSOMYT00000000595,ENSOMYT00000000611,ENSOMYT00000000614,ENSOMYT00000000619,ENSOMYT00000150112	15.57	21.36	10.37	17.68	19.02	15.60	15.60	10.99	10.59	24.59	20.32	18.16
ENSOMYG00000000358	ENSOMYT00000000592	0.00	0.12	0.00	0.08	0.00	0.00	0.00	0.00	0.16	0.34	0.15	0.00
ENSOMYG00000000360	ENSOMYT00000000610	10.58	5.61	11.32	7.88	5.57	8.44	11.45	10.06	11.83	20.42	12.54	2.74
ENSOMYG00000000361	ENSOMYT00000000605	4.10	0.00	2.46	0.00	2.33	0.00	0.00	2.04	7.29	0.00	0.00	0.00
ENSOMYG00000000362	ENSOMYT00000000634	7.17	9.39	5.88	4.89	7.83	7.55	17.40	10.19	14.07	11.53	7.08	19.79
ENSOMYG00000000366	ENSOMYT00000000618	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.18	0.09	0.00	0.07	0.00
ENSOMYG00000000367	ENSOMYT00000000621,ENSOMYT00000000626,ENSOMYT00000121068,ENSOMYT00000131952	28.91	25.79	19.56	17.37	28.61	21.53	14.06	14.50	17.60	30.58	22.56	15.81
ENSOMYG00000000368	ENSOMYT00000000624	0.00	0.25	0.61	0.00	0.12	0.11	0.39	0.20	0.76	0.00	0.12	0.12
ENSOMYG00000000369	ENSOMYT00000000628	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000370	ENSOMYT00000000676	40.37	29.91	12.68	26.48	17.21	22.77	19.55	22.45	7.44	6.99	14.94	15.54
ENSOMYG00000000372	ENSOMYT00000000631	1.35	3.28	3.48	5.21	4.36	2.32	3.40	2.77	5.42	2.00	2.81	3.51
ENSOMYG00000000375	ENSOMYT00000000656,ENSOMYT00000127971,ENSOMYT00000137076,ENSOMYT00000150212	0.03	0.00	0.00	0.00	0.00	0.03	0.07	0.00	0.00	1.35	0.00	0.00
ENSOMYG00000000376	ENSOMYT00000000640,ENSOMYT00000000683,ENSOMYT00000073597	13.31	25.10	8.42	14.43	15.05	17.17	6.26	11.35	14.16	11.69	6.71	15.54
ENSOMYG00000000377	ENSOMYT00000000644	15.36	11.84	14.31	10.62	14.39	14.14	10.85	11.66	8.77	13.13	17.58	13.25
ENSOMYG00000000378	ENSOMYT00000000641,ENSOMYT00000146741,ENSOMYT00000152844	0.47	0.71	0.24	0.29	0.47	0.70	0.00	0.00	0.00	0.00	0.00	1.35
ENSOMYG00000000379	ENSOMYT00000000733,ENSOMYT00000000750,ENSOMYT00000000789,ENSOMYT00000000818,ENSOMYT00000000826,ENSOMYT00000000828,ENSOMYT00000000833,ENSOMYT00000122074	22.46	19.52	17.85	21.49	20.73	18.89	13.96	17.29	19.05	15.14	14.72	19.90
ENSOMYG00000000381	ENSOMYT00000000659,ENSOMYT00000000664,ENSOMYT00000000668,ENSOMYT00000000673,ENSOMYT00000024457,ENSOMYT00000024466,ENSOMYT00000024506,ENSOMYT00000024564,ENSOMYT00000024581,ENSOMYT00000024633	50.71	73.77	43.89	57.17	64.05	48.80	26.31	51.79	41.73	36.20	26.77	47.17
ENSOMYG00000000382	ENSOMYT00000000646	378.36	437.55	252.63	339.15	508.25	366.14	396.84	514.68	350.85	332.63	421.80	289.63
ENSOMYG00000000383	ENSOMYT00000000651,ENSOMYT00000000654	4.77	5.52	3.90	4.48	4.19	6.41	5.04	3.59	6.22	3.52	6.09	4.72
ENSOMYG00000000384	ENSOMYT00000000648	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
ENSOMYG00000000385	ENSOMYT00000000653,ENSOMYT00000000661	4.23	3.89	2.76	5.49	3.10	6.45	8.93	5.46	4.48	2.29	6.43	4.42
ENSOMYG00000000386	ENSOMYT00000000671,ENSOMYT00000000675,ENSOMYT00000000681,ENSOMYT00000137199	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00
ENSOMYG00000000387	ENSOMYT00000000660,ENSOMYT00000166958	155.87	136.96	179.32	157.35	152.35	118.99	87.09	110.75	110.52	145.40	141.49	122.36
ENSOMYG00000000388	ENSOMYT00000000670,ENSOMYT00000000674	102.73	117.74	100.44	113.68	108.19	157.23	139.12	193.85	130.53	135.47	149.55	198.02
ENSOMYG00000000389	ENSOMYT00000000703,ENSOMYT00000000706,ENSOMYT00000000710,ENSOMYT00000000712,ENSOMYT00000000717,ENSOMYT00000019692	10.11	8.48	15.82	13.69	13.81	9.19	3.73	7.43	9.84	1.30	1.00	8.74
ENSOMYG00000000390	ENSOMYT00000000688,ENSOMYT00000000731,ENSOMYT00000000735,ENSOMYT00000000739,ENSOMYT00000041633,ENSOMYT00000125191,ENSOMYT00000128962,ENSOMYT00000129757	55.97	64.55	54.77	60.17	68.66	66.01	53.73	64.90	61.09	57.67	65.75	49.38
ENSOMYG00000000391	ENSOMYT00000000515,ENSOMYT00000000689,ENSOMYT00000000690,ENSOMYT00000000698,ENSOMYT00000135621,ENSOMYT00000141605	16.11	15.98	18.95	19.63	17.95	17.74	15.15	16.20	13.37	15.21	18.46	13.90
ENSOMYG00000000392	ENSOMYT00000000682	0.21	0.00	0.02	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.10
ENSOMYG00000000394	ENSOMYT00000000686,ENSOMYT00000000691	27.46	30.51	28.19	25.64	28.52	31.92	28.59	32.68	27.58	24.42	28.33	28.29
ENSOMYG00000000395	ENSOMYT00000000693	24.05	30.62	23.47	27.37	25.76	27.31	34.07	31.37	33.25	29.40	26.27	31.49
ENSOMYG00000000398	ENSOMYT00000000697	1.36	1.64	3.23	2.69	3.16	2.57	0.15	1.32	1.79	0.63	1.82	2.96
ENSOMYG00000000399	ENSOMYT00000000700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000400	ENSOMYT00000000708	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000401	ENSOMYT00000116927,ENSOMYT00000121261,ENSOMYT00000130423,ENSOMYT00000137287,ENSOMYT00000142505,ENSOMYT00000160849,ENSOMYT00000161295,ENSOMYT00000163160,ENSOMYT00000163518,ENSOMYT00000164364	4.41	1.82	1.30	8.28	7.24	12.39	4.92	4.20	3.16	2.09	1.10	1.90
ENSOMYG00000000403	ENSOMYT00000000713,ENSOMYT00000000714,ENSOMYT00000000716	1.27	0.89	0.80	1.34	1.08	1.36	0.76	1.56	0.91	1.69	0.35	2.00
ENSOMYG00000000404	ENSOMYT00000000758,ENSOMYT00000000801,ENSOMYT00000000805,ENSOMYT00000000812,ENSOMYT00000000816,ENSOMYT00000000821,ENSOMYT00000000825,ENSOMYT00000108601	33.24	32.47	31.42	31.28	28.81	28.09	9.74	16.28	15.18	9.16	7.78	22.63
ENSOMYG00000000405	ENSOMYT00000000715,ENSOMYT00000125351,ENSOMYT00000130363,ENSOMYT00000134519	33.68	44.21	35.56	38.78	45.10	48.81	35.01	48.94	36.13	38.44	31.94	31.59
ENSOMYG00000000406	ENSOMYT00000000711	8.68	9.08	7.61	8.61	9.71	7.65	9.37	7.85	8.05	11.00	8.65	7.92
ENSOMYG00000000407	ENSOMYT00000000728,ENSOMYT00000000732,ENSOMYT00000000734,ENSOMYT00000119934	22.18	24.25	18.98	19.73	22.10	18.06	15.30	21.65	21.29	27.62	24.10	19.32
ENSOMYG00000000408	ENSOMYT00000000720	209.53	190.46	244.49	209.80	209.72	182.32	97.25	201.29	68.90	43.21	61.79	151.87
ENSOMYG00000000410	ENSOMYT00000000719	3.98	3.15	3.00	2.34	4.11	2.83	2.14	2.27	2.17	1.43	0.66	3.11
ENSOMYG00000000411	ENSOMYT00000000724	7.89	8.16	10.64	9.56	9.69	9.39	10.18	8.91	10.50	9.85	11.76	9.40
ENSOMYG00000000412	ENSOMYT00000000722	10.21	9.93	3.34	6.02	1.60	11.58	6.07	10.89	5.06	3.62	5.26	5.11
ENSOMYG00000000413	ENSOMYT00000000725,ENSOMYT00000070152,ENSOMYT00000117604,ENSOMYT00000142559	59.73	49.25	45.78	47.28	43.43	52.08	39.84	42.92	50.40	66.65	42.08	35.05
ENSOMYG00000000414	ENSOMYT00000000737,ENSOMYT00000000738	4.41	5.23	4.61	3.54	4.35	4.97	7.07	4.71	5.72	3.51	4.98	6.54
ENSOMYG00000000417	ENSOMYT00000000740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000419	ENSOMYT00000000744	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000420	ENSOMYT00000000747,ENSOMYT00000127802,ENSOMYT00000151379	144.81	159.37	153.72	149.24	143.59	126.33	154.07	135.75	144.89	168.59	145.72	124.25
ENSOMYG00000000422	ENSOMYT00000000746	4.16	5.22	3.12	2.25	7.28	0.73	1.05	2.96	3.29	2.75	1.26	5.69
ENSOMYG00000000423	ENSOMYT00000000748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000424	ENSOMYT00000000752	1.03	0.47	0.25	0.45	0.22	0.00	0.60	0.30	0.62	0.32	0.00	0.00
ENSOMYG00000000425	ENSOMYT00000000751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000426	ENSOMYT00000000527,ENSOMYT00000000754,ENSOMYT00000061823,ENSOMYT00000150626	29.83	25.17	24.50	23.92	27.03	25.32	28.41	17.40	25.73	30.92	36.99	21.39
ENSOMYG00000000427	ENSOMYT00000000757,ENSOMYT00000000759,ENSOMYT00000000760,ENSOMYT00000138579,ENSOMYT00000157351	8.69	6.69	6.30	6.85	8.84	9.30	5.07	4.62	7.16	8.72	12.87	8.12
ENSOMYG00000000428	ENSOMYT00000000910,ENSOMYT00000000927,ENSOMYT00000000930,ENSOMYT00000000934,ENSOMYT00000000940,ENSOMYT00000000951,ENSOMYT00000000965,ENSOMYT00000000968,ENSOMYT00000107532,ENSOMYT00000129746	25.98	29.20	15.95	16.09	21.99	22.21	20.23	25.48	19.97	28.94	27.24	21.18
ENSOMYG00000000429	ENSOMYT00000000755	100.04	80.29	48.52	73.23	75.97	100.34	54.61	104.98	48.76	57.00	55.24	51.94
ENSOMYG00000000430	ENSOMYT00000000881,ENSOMYT00000000889,ENSOMYT00000000911,ENSOMYT00000000926,ENSOMYT00000000932,ENSOMYT00000000936,ENSOMYT00000000938,ENSOMYT00000000943,ENSOMYT00000118452,ENSOMYT00000126086	9.72	8.03	5.17	5.84	8.16	7.74	5.17	7.19	7.84	5.39	4.72	7.78
ENSOMYG00000000431	ENSOMYT00000000762	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.76	0.00	0.78	0.00
ENSOMYG00000000432	ENSOMYT00000000765,ENSOMYT00000000768	99.82	86.19	67.36	100.71	92.11	112.58	51.50	78.50	64.29	52.11	61.49	60.49
ENSOMYG00000000433	ENSOMYT00000000769,ENSOMYT00000000792	8.22	6.99	8.31	7.89	9.08	7.42	7.44	9.29	9.02	8.25	7.52	7.64
ENSOMYG00000000435	ENSOMYT00000000770,ENSOMYT00000000774,ENSOMYT00000000780,ENSOMYT00000000781	10.95	14.10	10.71	12.10	10.89	14.92	1.32	5.95	9.42	1.09	1.64	10.87
ENSOMYG00000000436	ENSOMYT00000000776,ENSOMYT00000000811,ENSOMYT00000000834,ENSOMYT00000000844,ENSOMYT00000000849,ENSOMYT00000000852,ENSOMYT00000000859	5.40	10.45	8.34	7.34	8.31	7.19	7.23	11.18	8.58	8.45	3.94	6.69
ENSOMYG00000000439	ENSOMYT00000000775,ENSOMYT00000000782,ENSOMYT00000000784,ENSOMYT00000000788	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.14	0.56	0.00	0.21
ENSOMYG00000000440	ENSOMYT00000000819,ENSOMYT00000000832,ENSOMYT00000000836	12.66	13.01	10.99	12.67	11.31	12.23	6.07	8.16	7.64	3.65	3.04	8.71
ENSOMYG00000000441	ENSOMYT00000000877,ENSOMYT00000000890,ENSOMYT00000000894,ENSOMYT00000000929,ENSOMYT00000000937,ENSOMYT00000000952,ENSOMYT00000000966,ENSOMYT00000000976,ENSOMYT00000000979,ENSOMYT00000080111	163.01	187.03	122.39	141.77	137.47	138.85	134.13	139.64	107.57	185.31	167.37	94.71
ENSOMYG00000000442	ENSOMYT00000000829	0.76	0.90	0.57	0.79	0.87	0.34	0.24	0.51	0.62	0.11	0.22	1.92
ENSOMYG00000000443	ENSOMYT00000000773	9.91	7.84	9.82	8.01	7.02	7.71	7.82	8.00	8.70	10.49	10.97	7.25
ENSOMYG00000000444	ENSOMYT00000000772	0.22	0.69	0.11	0.13	0.10	0.00	0.17	1.39	0.40	0.00	0.10	0.00
ENSOMYG00000000445	ENSOMYT00000000778	0.00	0.13	0.12	0.30	0.00	0.12	0.30	0.10	0.00	0.00	0.00	0.00
ENSOMYG00000000447	ENSOMYT00000000779	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000450	ENSOMYT00000000785	13.36	7.03	1.70	7.33	5.04	14.61	4.36	7.20	3.88	3.27	2.76	4.03
ENSOMYG00000000451	ENSOMYT00000000793,ENSOMYT00000000809,ENSOMYT00000149210,ENSOMYT00000159175	0.65	1.18	0.55	0.62	0.28	0.72	2.39	0.99	1.00	1.00	0.36	0.59
ENSOMYG00000000453	ENSOMYT00000000850,ENSOMYT00000000873,ENSOMYT00000000885,ENSOMYT00000000891,ENSOMYT00000000895	16.01	20.20	15.42	17.05	17.65	17.70	8.03	12.58	12.29	4.83	4.16	13.81
ENSOMYG00000000454	ENSOMYT00000000790	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000456	ENSOMYT00000000830,ENSOMYT00000000839,ENSOMYT00000000846,ENSOMYT00000000856,ENSOMYT00000000862	11.59	14.30	8.99	12.80	13.94	7.01	1.49	7.25	4.01	2.15	1.68	10.78
ENSOMYG00000000457	ENSOMYT00000000798	2.79	1.94	0.82	1.18	2.89	2.05	0.99	2.46	4.05	1.02	1.19	4.28
ENSOMYG00000000459	ENSOMYT00000000808,ENSOMYT00000134922,ENSOMYT00000142263,ENSOMYT00000154177,ENSOMYT00000156076,ENSOMYT00000158254,ENSOMYT00000167265	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.08	0.21	0.12	0.00
ENSOMYG00000000460	ENSOMYT00000000823	151.69	129.17	143.26	178.14	164.80	174.08	216.61	194.40	190.17	229.27	193.41	149.74
ENSOMYG00000000462	ENSOMYT00000000806	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.15	0.06	0.17	0.00	0.00
ENSOMYG00000000463	ENSOMYT00000000913,ENSOMYT00000000935,ENSOMYT00000000944,ENSOMYT00000000953,ENSOMYT00000000960,ENSOMYT00000110753	832.30	876.62	733.08	809.50	793.01	804.71	719.27	731.20	719.65	797.23	654.09	582.68
ENSOMYG00000000464	ENSOMYT00000000817,ENSOMYT00000000822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000465	ENSOMYT00000000810,ENSOMYT00000061886,ENSOMYT00000155103	12.15	15.14	10.97	11.36	12.49	12.67	1.01	8.96	6.17	0.43	0.56	12.40
