gene_id	transcript_id(s)	RainbowTrout_RNA_Gill_Immature_Female_R1	RainbowTrout_RNA_Gill_Immature_Female_R2	RainbowTrout_RNA_Gill_Immature_Female_R3	RainbowTrout_RNA_Gill_Immature_Male_R1	RainbowTrout_RNA_Gill_Immature_Male_R2	RainbowTrout_RNA_Gill_Immature_Male_R3	RainbowTrout_RNA_Gill_Mature_Female_R1	RainbowTrout_RNA_Gill_Mature_Female_R2	RainbowTrout_RNA_Gill_Mature_Female_R3	RainbowTrout_RNA_Gill_Mature_Male_R1	RainbowTrout_RNA_Gill_Mature_Male_R2	RainbowTrout_RNA_Gill_Mature_Male_R3
ENSOMYG00000063155	ENSOMYT00000156597	0.13	0.00	0.03	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00
ENSOMYG00000063156	ENSOMYT00000010026,ENSOMYT00000022914,ENSOMYT00000129179,ENSOMYT00000131496,ENSOMYT00000136790,ENSOMYT00000137191,ENSOMYT00000141113,ENSOMYT00000146414,ENSOMYT00000159986,ENSOMYT00000163622	16.37	22.90	15.39	14.70	14.74	14.91	10.70	10.60	12.04	15.64	16.16	38.50
ENSOMYG00000063157	ENSOMYT00000139566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063158	ENSOMYT00000137498	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063159	ENSOMYT00000159519	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063160	ENSOMYT00000124671,ENSOMYT00000133530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063161	ENSOMYT00000162947	0.82	1.59	1.38	1.20	0.82	0.50	1.27	0.87	0.99	1.40	0.74	0.75
ENSOMYG00000063162	ENSOMYT00000145349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063163	ENSOMYT00000153141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063164	ENSOMYT00000156452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063165	ENSOMYT00000125522	0.09	0.17	0.07	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.16	0.00
ENSOMYG00000063166	ENSOMYT00000090462,ENSOMYT00000090483,ENSOMYT00000116421,ENSOMYT00000116786,ENSOMYT00000120942,ENSOMYT00000129085,ENSOMYT00000135089,ENSOMYT00000149140,ENSOMYT00000161820,ENSOMYT00000165601	2.79	2.63	1.64	1.06	1.05	2.87	2.03	0.86	2.05	1.04	1.10	1.17
ENSOMYG00000063167	ENSOMYT00000139366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063168	ENSOMYT00000144162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063169	ENSOMYT00000118061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063170	ENSOMYT00000134819	0.15	0.00	0.46	0.60	0.37	0.66	0.00	0.23	0.32	0.13	0.00	0.27
ENSOMYG00000063171	ENSOMYT00000148231	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063172	ENSOMYT00000118419,ENSOMYT00000125566,ENSOMYT00000125622,ENSOMYT00000145384	16.57	14.17	15.60	14.10	15.77	13.91	13.60	19.01	15.21	11.46	14.38	11.52
ENSOMYG00000063173	ENSOMYT00000123311	0.20	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063174	ENSOMYT00000135148	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063175	ENSOMYT00000152452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063176	ENSOMYT00000132060	0.00	0.00	0.00	0.00	0.18	0.12	0.00	0.50	0.54	0.13	0.00	0.53
ENSOMYG00000063177	ENSOMYT00000151396	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063178	ENSOMYT00000138209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063179	ENSOMYT00000166641	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063180	ENSOMYT00000161123	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063181	ENSOMYT00000156109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063182	ENSOMYT00000142155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063183	ENSOMYT00000164937	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063184	ENSOMYT00000062267,ENSOMYT00000062302,ENSOMYT00000126186,ENSOMYT00000130030,ENSOMYT00000137232,ENSOMYT00000140641,ENSOMYT00000145374,ENSOMYT00000153877,ENSOMYT00000157128,ENSOMYT00000166920	0.67	0.80	0.24	0.37	0.00	0.15	0.43	0.96	0.42	0.07	0.08	0.23
ENSOMYG00000063185	ENSOMYT00000121886	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063186	ENSOMYT00000159242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063187	ENSOMYT00000164320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063188	ENSOMYT00000116723	0.00	0.37	0.00	0.23	0.00	0.00	1.33	0.52	0.00	0.37	0.44	1.46
ENSOMYG00000063189	ENSOMYT00000151681	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.02
ENSOMYG00000063190	ENSOMYT00000142451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063191	ENSOMYT00000116937,ENSOMYT00000144699,ENSOMYT00000148277	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22
ENSOMYG00000063192	ENSOMYT00000156494	0.13	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00
ENSOMYG00000063193	ENSOMYT00000122582,ENSOMYT00000146562,ENSOMYT00000160442,ENSOMYT00000164934	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.03	0.00	0.00	0.00	0.03
ENSOMYG00000063194	ENSOMYT00000137923	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063195	ENSOMYT00000157690,ENSOMYT00000164556	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.06	0.00
ENSOMYG00000063196	ENSOMYT00000166671	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063197	ENSOMYT00000141246	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063198	ENSOMYT00000151952	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063199	ENSOMYT00000144499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063200	ENSOMYT00000037033,ENSOMYT00000037050,ENSOMYT00000092755,ENSOMYT00000125415	32.63	27.43	23.99	26.11	23.37	23.24	18.90	25.81	21.81	20.36	20.86	18.40
ENSOMYG00000063201	ENSOMYT00000126104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063202	ENSOMYT00000121226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063203	ENSOMYT00000135086	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063204	ENSOMYT00000167608	0.00	0.08	0.03	0.00	0.05	0.18	0.00	0.00	0.00	0.04	0.00	0.17
ENSOMYG00000063205	ENSOMYT00000132230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063206	ENSOMYT00000135836	1.50	1.66	0.86	2.06	1.30	1.46	1.51	1.17	0.71	1.61	1.48	2.93
ENSOMYG00000063207	ENSOMYT00000118379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063208	ENSOMYT00000133221	0.00	0.07	0.00	0.06	0.11	0.00	0.00	0.00	0.20	0.12	0.06	0.00
ENSOMYG00000063209	ENSOMYT00000133890	0.00	0.06	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063210	ENSOMYT00000041918	0.00	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00
ENSOMYG00000063211	ENSOMYT00000134451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063212	ENSOMYT00000132120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063213	ENSOMYT00000104572	0.00	0.12	0.00	0.00	0.00	0.46	0.00	0.10	0.21	0.00	0.00	0.12
ENSOMYG00000063214	ENSOMYT00000137495,ENSOMYT00000143703	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063215	ENSOMYT00000165779	0.00	0.00	0.04	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063216	ENSOMYT00000134863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063217	ENSOMYT00000157332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063218	ENSOMYT00000125049	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063219	ENSOMYT00000131440	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063220	ENSOMYT00000117368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
ENSOMYG00000063221	ENSOMYT00000118112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063222	ENSOMYT00000129675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063223	ENSOMYT00000152412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063224	ENSOMYT00000161254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063225	ENSOMYT00000159811	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063226	ENSOMYT00000158732	0.50	0.82	0.10	0.14	1.37	0.45	0.14	0.18	0.10	0.00	0.17	0.15
ENSOMYG00000063227	ENSOMYT00000139627	0.23	0.78	0.11	0.26	0.00	0.00	0.00	0.00	0.12	0.23	0.13	0.24
ENSOMYG00000063228	ENSOMYT00000165419	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063229	ENSOMYT00000125372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063230	ENSOMYT00000134678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063231	ENSOMYT00000057687	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063232	ENSOMYT00000146641	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063233	ENSOMYT00000119635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063234	ENSOMYT00000151091	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.04	0.00	0.00
ENSOMYG00000063235	ENSOMYT00000116402	0.00	0.12	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063236	ENSOMYT00000128495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04
ENSOMYG00000063237	ENSOMYT00000144106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063238	ENSOMYT00000134689	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063239	ENSOMYT00000142102	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.27	0.00	0.00	0.41	0.22
ENSOMYG00000063240	ENSOMYT00000166940	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.02	0.00	0.00	0.00	0.02
ENSOMYG00000063241	ENSOMYT00000144585	0.08	0.16	0.00	0.00	0.02	0.00	0.00	0.02	0.04	0.02	0.00	0.03
ENSOMYG00000063242	ENSOMYT00000118303	0.06	0.00	0.00	0.00	0.05	0.00	0.00	0.05	0.00	0.00	0.00	0.00
ENSOMYG00000063243	ENSOMYT00000143804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063244	ENSOMYT00000087475,ENSOMYT00000117517,ENSOMYT00000124113,ENSOMYT00000158666	13.38	15.22	9.85	11.41	9.23	13.10	13.36	7.53	10.14	10.02	9.24	11.61
ENSOMYG00000063245	ENSOMYT00000157326	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.24	0.10	0.12	0.02
ENSOMYG00000063246	ENSOMYT00000122485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063247	ENSOMYT00000040529	0.04	0.08	0.00	0.06	0.10	0.08	0.00	0.00	0.10	0.00	0.00	0.00
ENSOMYG00000063248	ENSOMYT00000154787	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00
ENSOMYG00000063249	ENSOMYT00000128725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063250	ENSOMYT00000154963	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063251	ENSOMYT00000161655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063252	ENSOMYT00000124346	0.00	0.00	0.00	0.10	0.00	0.11	0.00	0.00	0.00	0.00	0.11	0.00
ENSOMYG00000063253	ENSOMYT00000138813	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063254	ENSOMYT00000123856	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063255	ENSOMYT00000161991	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063256	ENSOMYT00000151143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063257	ENSOMYT00000125011	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063258	ENSOMYT00000116764	0.04	0.08	0.08	0.00	0.08	0.00	0.00	0.00	0.06	0.00	0.00	0.16
ENSOMYG00000063259	ENSOMYT00000162160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063260	ENSOMYT00000117608	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063261	ENSOMYT00000140591	0.44	0.28	0.46	0.71	0.36	0.65	0.00	0.00	0.00	0.00	0.27	0.81
ENSOMYG00000063262	ENSOMYT00000161687	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063263	ENSOMYT00000130055	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063264	ENSOMYT00000136637	4.22	7.46	6.00	5.07	4.50	4.71	5.07	3.96	3.27	4.60	3.90	6.40
ENSOMYG00000063265	ENSOMYT00000122946	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063266	ENSOMYT00000066559	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00
ENSOMYG00000063267	ENSOMYT00000128029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063268	ENSOMYT00000133722	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063269	ENSOMYT00000151946	1.10	1.49	2.13	1.16	0.82	1.48	1.15	1.12	0.75	0.86	1.30	1.40
ENSOMYG00000063270	ENSOMYT00000120047	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063271	ENSOMYT00000125000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063272	ENSOMYT00000140616	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063273	ENSOMYT00000132636	0.00	0.00	0.00	0.11	0.00	0.35	0.00	0.00	0.28	0.00	0.00	0.37
ENSOMYG00000063274	ENSOMYT00000146113,ENSOMYT00000149547,ENSOMYT00000164307	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.99	0.00	1.88	0.52	3.35
ENSOMYG00000063275	ENSOMYT00000140461	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063276	ENSOMYT00000136752	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063277	ENSOMYT00000130202	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063278	ENSOMYT00000131384	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.00
ENSOMYG00000063279	ENSOMYT00000158424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063280	ENSOMYT00000146428	0.00	0.04	0.23	0.04	0.00	0.00	0.00	0.18	0.00	0.00	0.11	0.67
ENSOMYG00000063281	ENSOMYT00000125798	0.06	0.06	0.05	0.09	0.00	0.06	0.00	0.09	0.08	0.05	0.05	0.05
ENSOMYG00000063282	ENSOMYT00000155647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063283	ENSOMYT00000108082	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063284	ENSOMYT00000057114,ENSOMYT00000057120	0.68	0.60	0.10	0.30	0.15	0.00	0.00	0.39	0.13	0.16	0.28	0.35
ENSOMYG00000063285	ENSOMYT00000122616,ENSOMYT00000131466,ENSOMYT00000139369,ENSOMYT00000165804,ENSOMYT00000166843	0.14	0.49	0.47	1.07	0.21	0.97	1.81	0.15	0.20	0.27	0.05	1.12
ENSOMYG00000063286	ENSOMYT00000126530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063287	ENSOMYT00000161369	0.00	0.00	0.09	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.10	0.00
ENSOMYG00000063288	ENSOMYT00000130968	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063289	ENSOMYT00000127654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063290	ENSOMYT00000135720	281.97	278.75	161.63	204.06	205.29	223.89	250.06	300.71	275.21	277.64	172.04	257.04
ENSOMYG00000063291	ENSOMYT00000137698	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063292	ENSOMYT00000167064	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.18	0.08	0.10	0.10	0.00
ENSOMYG00000063293	ENSOMYT00000135558	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
ENSOMYG00000063294	ENSOMYT00000163910	0.16	0.11	0.05	0.04	0.12	0.04	0.08	0.01	0.08	0.07	0.21	0.11
ENSOMYG00000063295	ENSOMYT00000156773	0.00	0.00	0.00	0.05	0.00	0.34	0.00	0.00	0.09	0.11	0.12	0.06
ENSOMYG00000063296	ENSOMYT00000128486	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.02	0.05	0.00	0.00	0.00
ENSOMYG00000063297	ENSOMYT00000155505	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063298	ENSOMYT00000132090	5.21	7.75	6.63	6.82	7.64	8.67	13.91	5.94	10.92	7.70	6.12	7.25
ENSOMYG00000063299	ENSOMYT00000146597	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063300	ENSOMYT00000119005	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063301	ENSOMYT00000124217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063302	ENSOMYT00000145001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063303	ENSOMYT00000118672	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063304	ENSOMYT00000153750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063305	ENSOMYT00000142651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063306	ENSOMYT00000094110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063307	ENSOMYT00000128000,ENSOMYT00000146837	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063308	ENSOMYT00000137414	0.33	2.54	2.63	1.55	2.07	4.00	2.55	1.84	0.23	0.61	1.15	0.83
ENSOMYG00000063309	ENSOMYT00000124696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063310	ENSOMYT00000148985	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.05	0.03	0.00	0.18	0.04
ENSOMYG00000063311	ENSOMYT00000148748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063312	ENSOMYT00000127204	0.00	0.28	0.04	0.04	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
ENSOMYG00000063313	ENSOMYT00000132588	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063314	ENSOMYT00000048925	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063315	ENSOMYT00000116823	0.92	0.50	0.20	0.21	0.64	1.04	0.67	0.41	0.09	0.23	0.00	0.00
ENSOMYG00000063316	ENSOMYT00000135437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063317	ENSOMYT00000153084	6.12	6.06	6.84	5.73	3.70	3.71	7.63	3.76	2.57	4.38	6.23	5.36
ENSOMYG00000063318	ENSOMYT00000120500	35.82	33.64	34.18	38.63	37.21	33.20	81.85	33.49	31.18	33.63	44.76	35.84
ENSOMYG00000063319	ENSOMYT00000149779	5.40	3.36	9.70	1.96	8.57	5.21	6.02	3.13	3.74	6.31	5.13	8.46
ENSOMYG00000063320	ENSOMYT00000119017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.69	0.00
ENSOMYG00000063321	ENSOMYT00000164324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063322	ENSOMYT00000120629,ENSOMYT00000131052,ENSOMYT00000131151,ENSOMYT00000131390,ENSOMYT00000132610,ENSOMYT00000147317,ENSOMYT00000150366,ENSOMYT00000151508,ENSOMYT00000153123,ENSOMYT00000165641	0.03	0.00	0.02	0.03	0.06	0.02	0.00	0.04	0.03	0.00	0.01	0.04
ENSOMYG00000063323	ENSOMYT00000128296	0.00	0.00	0.20	0.21	0.00	0.68	0.00	0.51	0.25	0.11	0.00	0.55
ENSOMYG00000063324	ENSOMYT00000131355	16.59	20.11	17.46	14.82	21.82	13.31	8.33	35.13	32.18	30.71	17.25	41.37
ENSOMYG00000063325	ENSOMYT00000146769	0.75	0.90	0.32	0.59	0.76	0.05	0.24	1.71	1.70	0.55	1.98	0.55
ENSOMYG00000063326	ENSOMYT00000148151	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
ENSOMYG00000063327	ENSOMYT00000157308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063328	ENSOMYT00000144519	0.06	0.12	0.44	0.15	0.25	0.00	0.00	0.00	0.44	0.21	0.06	0.06
ENSOMYG00000063329	ENSOMYT00000133625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063330	ENSOMYT00000152228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000063331	ENSOMYT00000022477	0.00	0.00	0.03	0.00	0.00	0.02	0.00	0.06	0.00	0.00	0.00	0.00
ENSOMYG00000063332	ENSOMYT00000132877,ENSOMYT00000145623	3.11	5.32	3.57	1.36	2.79	5.84	17.63	4.73	8.63	5.41	3.93	4.53
ENSOMYG00000063333	ENSOMYT00000131557	41.90	18.14	26.63	16.85	18.44	28.71	35.92	21.74	21.42	19.86	25.10	29.27
