gene_id	transcript_id(s)	RainbowTrout_RNA_HeadKidney_Immature_Female_R1	RainbowTrout_RNA_HeadKidney_Immature_Female_R2	RainbowTrout_RNA_HeadKidney_Immature_Female_R3	RainbowTrout_RNA_HeadKidney_Immature_Male_R1	RainbowTrout_RNA_HeadKidney_Immature_Male_R2	RainbowTrout_RNA_HeadKidney_Immature_Male_R3	RainbowTrout_RNA_HeadKidney_Mature_Female_R1	RainbowTrout_RNA_HeadKidney_Mature_Female_R2	RainbowTrout_RNA_HeadKidney_Mature_Female_R3	RainbowTrout_RNA_HeadKidney_Mature_Male_R1	RainbowTrout_RNA_HeadKidney_Mature_Male_R2	RainbowTrout_RNA_HeadKidney_Mature_Male_R3
ENSOMYG00000057981	ENSOMYT00000151025	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057982	ENSOMYT00000161267	0.77	0.73	0.94	0.15	0.15	0.30	0.15	0.07	0.00	0.07	0.08	0.99
ENSOMYG00000057983	ENSOMYT00000123552	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057984	ENSOMYT00000165672	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057985	ENSOMYT00000125617	0.00	0.00	0.02	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057986	ENSOMYT00000147164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057987	ENSOMYT00000134129	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057988	ENSOMYT00000153705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057989	ENSOMYT00000121845	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057990	ENSOMYT00000140396	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057991	ENSOMYT00000041032	14.10	14.97	13.85	14.87	18.78	28.22	18.13	20.55	18.53	13.24	23.56	25.98
ENSOMYG00000057992	ENSOMYT00000141215	0.49	0.32	0.48	0.08	0.08	0.26	0.05	0.00	0.05	0.05	0.00	0.06
ENSOMYG00000057993	ENSOMYT00000165158	0.14	0.04	0.00	0.00	0.00	0.16	0.03	0.00	0.00	0.03	0.04	0.08
ENSOMYG00000057994	ENSOMYT00000141349	0.15	0.65	0.09	0.36	0.67	0.55	0.00	0.59	0.00	0.00	0.57	1.06
ENSOMYG00000057995	ENSOMYT00000146761	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057996	ENSOMYT00000138739	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057997	ENSOMYT00000152933	0.00	0.00	0.00	0.00	0.00	0.19	0.13	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000057998	ENSOMYT00000153884	0.20	0.17	0.09	0.05	0.22	0.05	0.16	0.24	0.22	0.29	0.12	0.08
ENSOMYG00000057999	ENSOMYT00000008853,ENSOMYT00000008868,ENSOMYT00000008879,ENSOMYT00000156073	5.28	4.51	5.63	5.44	5.22	6.26	4.70	4.17	4.88	5.59	5.07	6.51
ENSOMYG00000058000	ENSOMYT00000117429	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058001	ENSOMYT00000155722	0.05	0.05	0.00	0.00	0.03	0.05	0.00	0.00	0.03	0.03	0.00	0.11
ENSOMYG00000058002	ENSOMYT00000080445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058003	ENSOMYT00000133539	0.13	0.06	0.30	0.13	0.00	0.10	0.05	0.04	0.08	0.06	0.21	0.14
ENSOMYG00000058004	ENSOMYT00000122822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058005	ENSOMYT00000123010	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058006	ENSOMYT00000166357	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058007	ENSOMYT00000147974	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058008	ENSOMYT00000117852	0.07	0.03	0.05	0.00	0.09	0.04	0.00	0.28	0.05	0.00	0.00	0.00
ENSOMYG00000058009	ENSOMYT00000122912	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058010	ENSOMYT00000120357	0.06	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00
ENSOMYG00000058011	ENSOMYT00000154992	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058012	ENSOMYT00000122195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058013	ENSOMYT00000162667	0.23	0.23	0.04	0.03	0.16	0.22	0.13	0.00	0.13	0.00	0.13	0.00
ENSOMYG00000058014	ENSOMYT00000163668	0.05	0.02	0.14	0.05	0.03	0.12	0.02	0.03	0.02	0.09	0.04	0.02
ENSOMYG00000058015	ENSOMYT00000134100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058016	ENSOMYT00000147777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058017	ENSOMYT00000137955	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058018	ENSOMYT00000121917,ENSOMYT00000131828,ENSOMYT00000154078,ENSOMYT00000154355	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00
ENSOMYG00000058019	ENSOMYT00000148856	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058020	ENSOMYT00000145812	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.07	0.00	0.00	0.00	0.00
ENSOMYG00000058021	ENSOMYT00000137894	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058022	ENSOMYT00000125647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058023	ENSOMYT00000005317	2.00	0.00	0.16	0.00	0.00	0.00	0.57	0.00	0.41	0.00	0.00	0.00
ENSOMYG00000058024	ENSOMYT00000167305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058025	ENSOMYT00000137293	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058026	ENSOMYT00000152175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058027	ENSOMYT00000118984	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058028	ENSOMYT00000136258	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058029	ENSOMYT00000122433	0.24	0.00	0.00	0.00	0.16	0.26	0.00	0.00	0.00	0.00	0.09	0.00
ENSOMYG00000058030	ENSOMYT00000151787	0.13	0.08	0.06	0.00	0.10	0.06	0.02	0.00	0.00	0.04	0.08	0.25
ENSOMYG00000058031	ENSOMYT00000116711	0.19	0.16	0.35	0.20	0.38	0.84	0.27	0.31	0.13	0.00	0.20	0.23
ENSOMYG00000058032	ENSOMYT00000117847	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00
ENSOMYG00000058033	ENSOMYT00000164888	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058034	ENSOMYT00000032318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058035	ENSOMYT00000149158	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058036	ENSOMYT00000148696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058037	ENSOMYT00000058634,ENSOMYT00000128396,ENSOMYT00000135391	23.08	21.58	20.39	17.41	13.68	19.07	24.53	25.81	24.85	19.10	17.77	18.46
ENSOMYG00000058038	ENSOMYT00000161035	0.00	0.01	0.01	0.00	0.00	0.02	0.01	0.03	0.02	0.00	0.02	0.00
ENSOMYG00000058039	ENSOMYT00000142141	0.07	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
ENSOMYG00000058040	ENSOMYT00000160378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058041	ENSOMYT00000157134	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058042	ENSOMYT00000129099,ENSOMYT00000137848,ENSOMYT00000141296,ENSOMYT00000148115,ENSOMYT00000165327	7.21	4.22	3.40	2.25	2.30	2.44	1.90	1.66	2.23	0.83	0.84	3.96
ENSOMYG00000058043	ENSOMYT00000137068	0.25	0.00	0.00	0.12	0.00	0.29	0.00	0.28	0.08	0.14	0.00	0.19
ENSOMYG00000058044	ENSOMYT00000154726	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058045	ENSOMYT00000161437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058046	ENSOMYT00000115922	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058047	ENSOMYT00000134548	0.00	0.10	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058048	ENSOMYT00000151832	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058049	ENSOMYT00000160669	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058050	ENSOMYT00000116757,ENSOMYT00000118612,ENSOMYT00000166816	23.36	26.05	20.76	17.99	17.99	18.24	19.58	20.60	19.95	12.41	16.43	20.24
ENSOMYG00000058051	ENSOMYT00000133601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058052	ENSOMYT00000152740	0.33	0.00	0.36	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058053	ENSOMYT00000123051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058054	ENSOMYT00000137738	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058055	ENSOMYT00000059710,ENSOMYT00000059748	0.05	0.02	0.06	0.02	0.00	0.07	0.00	0.04	0.02	0.00	0.02	0.04
ENSOMYG00000058056	ENSOMYT00000117365	0.05	0.00	0.00	0.02	0.00	0.04	0.00	0.00	0.00	0.00	0.02	0.00
ENSOMYG00000058057	ENSOMYT00000125384,ENSOMYT00000138712,ENSOMYT00000139048,ENSOMYT00000149991,ENSOMYT00000150668,ENSOMYT00000161742	1.92	1.20	1.92	0.40	0.72	2.36	0.28	0.68	0.26	0.21	0.31	2.24
ENSOMYG00000058058	ENSOMYT00000011780,ENSOMYT00000011802	0.80	0.33	0.09	0.00	0.64	0.54	0.20	0.00	0.10	0.14	0.00	0.00
ENSOMYG00000058059	ENSOMYT00000142515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058060	ENSOMYT00000136788	4.30	4.67	1.63	1.68	2.22	2.68	0.00	0.15	0.30	0.00	0.08	2.53
ENSOMYG00000058061	ENSOMYT00000162100	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058062	ENSOMYT00000137069	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058063	ENSOMYT00000158731	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058064	ENSOMYT00000122623	0.79	0.88	0.09	0.57	0.16	0.19	0.42	0.08	0.32	0.39	0.24	0.58
ENSOMYG00000058065	ENSOMYT00000160842	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058066	ENSOMYT00000011748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058067	ENSOMYT00000087763	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058068	ENSOMYT00000166654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058069	ENSOMYT00000158601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058070	ENSOMYT00000061397	126.69	115.22	180.11	157.97	119.23	157.13	198.56	228.37	194.28	142.26	149.47	129.05
ENSOMYG00000058071	ENSOMYT00000159017	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.08	0.00	0.00	0.00
ENSOMYG00000058072	ENSOMYT00000129641	0.03	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058073	ENSOMYT00000150500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058074	ENSOMYT00000130800	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058075	ENSOMYT00000133323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058076	ENSOMYT00000125122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058077	ENSOMYT00000127890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
ENSOMYG00000058078	ENSOMYT00000152036	6.02	7.40	3.78	7.70	8.26	17.80	7.95	9.11	9.17	3.28	8.04	12.79
ENSOMYG00000058079	ENSOMYT00000130891	0.06	0.08	0.21	0.15	0.12	0.21	0.12	0.00	0.03	0.02	0.00	0.07
ENSOMYG00000058080	ENSOMYT00000117813,ENSOMYT00000146110,ENSOMYT00000150993,ENSOMYT00000151359	1.27	1.29	1.32	0.62	0.68	1.11	0.88	0.70	0.58	0.28	0.59	0.80
ENSOMYG00000058081	ENSOMYT00000147554	0.00	0.26	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
ENSOMYG00000058082	ENSOMYT00000149313	1.15	1.31	1.13	0.88	0.87	1.21	0.46	0.63	0.54	0.27	0.74	0.93
ENSOMYG00000058083	ENSOMYT00000137155	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058084	ENSOMYT00000162354	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058085	ENSOMYT00000140441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058086	ENSOMYT00000146081	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058087	ENSOMYT00000157390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058088	ENSOMYT00000141487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.09	0.00
ENSOMYG00000058089	ENSOMYT00000126837,ENSOMYT00000130964,ENSOMYT00000141260,ENSOMYT00000148609,ENSOMYT00000158225,ENSOMYT00000159706	18.02	15.32	4.90	1.54	2.19	2.33	1.50	3.02	2.60	2.06	4.31	2.58
ENSOMYG00000058090	ENSOMYT00000133958	0.12	0.10	0.12	0.05	0.03	0.13	0.09	0.02	0.04	0.03	0.05	0.03
ENSOMYG00000058091	ENSOMYT00000125509,ENSOMYT00000130743,ENSOMYT00000131895,ENSOMYT00000136022,ENSOMYT00000139951,ENSOMYT00000143736,ENSOMYT00000146075,ENSOMYT00000149507,ENSOMYT00000164085,ENSOMYT00000167080	1.77	1.07	1.65	1.10	1.36	1.78	0.60	0.49	0.99	0.18	0.02	0.35
ENSOMYG00000058092	ENSOMYT00000135319	0.03	0.00	0.02	0.04	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058093	ENSOMYT00000011681,ENSOMYT00000117461,ENSOMYT00000142084,ENSOMYT00000159490	0.00	0.00	0.08	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00
ENSOMYG00000058094	ENSOMYT00000134287	0.56	0.93	0.08	0.22	0.00	0.12	0.22	0.12	0.07	0.00	0.00	0.26
ENSOMYG00000058095	ENSOMYT00000164673	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058096	ENSOMYT00000120101,ENSOMYT00000151674,ENSOMYT00000165435	2.74	1.84	2.74	1.89	1.74	1.91	1.44	0.79	1.06	1.12	1.31	1.64
ENSOMYG00000058097	ENSOMYT00000142828	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058098	ENSOMYT00000122442,ENSOMYT00000140444,ENSOMYT00000160994	0.50	0.21	0.39	0.31	0.17	0.17	0.00	0.00	0.16	0.19	0.12	0.07
ENSOMYG00000058099	ENSOMYT00000123574	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058100	ENSOMYT00000117602	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058101	ENSOMYT00000137359	13.67	6.16	8.00	3.81	4.47	7.23	4.47	2.68	1.47	1.23	2.79	5.60
ENSOMYG00000058102	ENSOMYT00000143706	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058103	ENSOMYT00000130386	3.97	7.18	9.61	0.00	7.40	4.27	0.00	0.00	2.79	3.08	2.64	2.45
ENSOMYG00000058104	ENSOMYT00000016676	0.71	0.35	0.51	0.16	0.52	0.24	0.29	0.12	0.81	0.21	0.13	0.49
ENSOMYG00000058105	ENSOMYT00000017211,ENSOMYT00000144755	0.72	0.59	0.43	0.74	0.66	0.84	0.33	0.12	0.20	0.28	0.60	0.75
ENSOMYG00000058106	ENSOMYT00000158378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058107	ENSOMYT00000148874	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058108	ENSOMYT00000131499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058109	ENSOMYT00000144918	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058110	ENSOMYT00000083046	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058111	ENSOMYT00000137713	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058112	ENSOMYT00000155651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058113	ENSOMYT00000157907	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058114	ENSOMYT00000158278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058115	ENSOMYT00000104771	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058116	ENSOMYT00000146195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058117	ENSOMYT00000009753,ENSOMYT00000161754	11.30	13.12	11.52	12.88	9.53	13.37	13.99	13.16	14.08	7.32	9.65	9.53
ENSOMYG00000058118	ENSOMYT00000116546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058119	ENSOMYT00000132775	0.03	0.05	0.07	0.03	0.06	0.04	0.06	0.02	0.04	0.00	0.00	0.05
ENSOMYG00000058120	ENSOMYT00000154684,ENSOMYT00000163854	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058121	ENSOMYT00000130358	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058122	ENSOMYT00000084295	0.05	0.16	0.08	0.00	0.00	0.00	0.03	0.00	0.00	0.06	0.10	0.20
ENSOMYG00000058123	ENSOMYT00000136475,ENSOMYT00000158370,ENSOMYT00000165072,ENSOMYT00000165842	21.08	11.01	7.79	5.34	5.33	7.26	3.86	2.94	4.88	1.31	0.64	6.23
ENSOMYG00000058124	ENSOMYT00000163221	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058125	ENSOMYT00000153561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058126	ENSOMYT00000128002,ENSOMYT00000135705,ENSOMYT00000154746	11.03	13.30	23.76	18.32	10.04	18.92	10.18	14.57	0.85	15.57	0.60	4.88
ENSOMYG00000058127	ENSOMYT00000121746	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058128	ENSOMYT00000150151	0.00	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058129	ENSOMYT00000125788	0.24	0.26	0.39	0.31	0.52	0.18	0.27	0.69	0.34	0.35	0.36	0.20
ENSOMYG00000058130	ENSOMYT00000134346	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058131	ENSOMYT00000154592	0.06	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058132	ENSOMYT00000122599	0.23	0.51	0.00	0.14	0.00	0.04	0.00	0.00	0.00	0.08	0.04	0.00
ENSOMYG00000058133	ENSOMYT00000136313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058134	ENSOMYT00000002255,ENSOMYT00000126483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058135	ENSOMYT00000166056	1.44	0.94	0.64	0.48	0.55	1.11	0.71	0.71	0.47	0.37	0.45	0.73
ENSOMYG00000058136	ENSOMYT00000153530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058137	ENSOMYT00000116602,ENSOMYT00000131538,ENSOMYT00000159803	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
ENSOMYG00000058138	ENSOMYT00000114783	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058139	ENSOMYT00000162871	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058140	ENSOMYT00000133741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058141	ENSOMYT00000160407	2.91	2.65	3.00	1.67	2.98	3.13	1.71	1.69	1.68	1.48	1.56	1.73
ENSOMYG00000058142	ENSOMYT00000019115	0.00	4.39	0.00	0.98	0.00	7.59	1.94	14.96	75.76	114.44	88.15	40.24
ENSOMYG00000058143	ENSOMYT00000154991	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058144	ENSOMYT00000166656	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058145	ENSOMYT00000137398,ENSOMYT00000155720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058146	ENSOMYT00000167348	0.88	0.00	0.00	0.19	0.00	0.60	0.00	0.00	1.86	0.00	0.00	0.80
ENSOMYG00000058147	ENSOMYT00000133982	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058148	ENSOMYT00000134210	0.00	0.13	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09
ENSOMYG00000058149	ENSOMYT00000116804,ENSOMYT00000148417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058150	ENSOMYT00000138861	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058151	ENSOMYT00000142881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058152	ENSOMYT00000020611	2.63	1.70	2.84	1.74	2.45	1.71	2.23	1.98	1.75	1.63	1.32	0.61
ENSOMYG00000058153	ENSOMYT00000141344	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058154	ENSOMYT00000131799	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058155	ENSOMYT00000161377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058156	ENSOMYT00000096403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058157	ENSOMYT00000147892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000058158	ENSOMYT00000152332	0.04	0.00	0.09	0.08	0.03	0.03	0.00	0.00	0.02	0.07	0.08	0.00
ENSOMYG00000058159	ENSOMYT00000127508	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
